timestamp,temperature_degC
2022-09-16 08:46:00.573168,21.717
2022-09-16 08:47:01.135377,21.753
2022-09-16 08:47:01.135377,21.753
2022-09-16 08:48:00.182031,21.79
2022-09-16 08:48:00.182031,21.79
2022-09-16 08:49:01.864820,21.824
2022-09-16 08:49:01.864820,21.824
2022-09-16 08:52:00.476649,21.919
2022-09-16 08:52:00.476649,21.919
2022-09-16 08:53:01.373541,21.937
2022-09-16 08:53:01.373541,21.937
2022-09-16 08:54:00.868454,21.957
2022-09-16 08:54:00.868454,21.957
2022-09-16 08:55:01.808575,21.972
2022-09-16 08:55:01.808575,21.972
2022-09-16 08:56:01.823131,21.993
2022-09-16 08:56:01.823131,21.993
2022-09-16 08:57:00.185333,22.033
2022-09-16 08:57:00.185333,22.033
2022-09-16 08:58:01.009738,22.045
2022-09-16 08:58:01.009738,22.045
2022-09-16 08:59:01.078020,22.069
2022-09-16 08:59:01.078020,22.069
2022-09-16 09:00:01.942211,22.08
2022-09-16 09:00:01.942211,22.08
2022-09-16 09:01:01.024892,22.092
2022-09-16 09:01:01.024892,22.092
2022-09-16 09:02:01.611903,22.106
2022-09-16 09:02:01.611903,22.106
2022-09-16 09:03:01.499940,22.138
2022-09-16 09:03:01.499940,22.138
2022-09-16 09:04:00.643330,22.184
2022-09-16 09:04:00.643330,22.184
2022-09-16 09:05:01.571679,22.182
2022-09-16 09:05:01.571679,22.182
2022-09-16 09:06:01.576381,22.238
2022-09-16 09:06:01.576381,22.238
2022-09-16 09:07:01.943300,22.27
2022-09-16 09:07:01.943300,22.27
2022-09-16 09:08:00.925788,22.289
2022-09-16 09:08:00.925788,22.289
2022-09-16 09:09:01.670710,22.29
2022-09-16 09:09:01.670710,22.29
2022-09-16 09:10:00.510801,22.314
2022-09-16 09:10:00.510801,22.314
2022-09-16 09:11:01.779738,22.351
2022-09-16 09:11:01.779738,22.351
2022-09-16 09:12:00.155361,22.375
2022-09-16 09:12:00.155361,22.375
2022-09-16 09:13:01.424457,22.432
2022-09-16 09:13:01.424457,22.432
2022-09-16 09:14:00.286468,22.465
2022-09-16 09:14:00.286468,22.465
2022-09-16 09:15:01.945560,22.499
2022-09-16 09:15:01.945560,22.499
2022-09-16 09:16:00.550489,22.531
2022-09-16 09:16:00.550489,22.531
2022-09-16 09:17:00.737558,22.532
2022-09-16 09:17:00.737558,22.532
2022-09-16 09:18:00.061244,22.54
2022-09-16 09:18:00.061244,22.54
2022-09-16 09:19:00.839887,22.53
2022-09-16 09:19:00.839887,22.53
2022-09-16 09:20:01.812623,22.539
2022-09-16 09:20:01.812623,22.539
2022-09-16 09:21:00.114675,22.581
2022-09-16 09:21:00.114675,22.581
2022-09-16 09:22:00.823887,22.611
2022-09-16 09:22:00.823887,22.611
2022-09-16 09:23:01.905811,22.637
2022-09-16 09:23:01.905811,22.637
2022-09-16 09:24:01.734285,22.654
2022-09-16 09:24:01.734285,22.654
2022-09-16 09:25:01.365579,22.68
2022-09-16 09:25:01.365579,22.68
2022-09-16 09:26:01.846396,22.705
2022-09-16 09:26:01.846396,22.705
2022-09-16 09:27:00.337171,22.754
2022-09-16 09:27:00.337171,22.754
2022-09-16 09:28:01.277737,22.786
2022-09-16 09:28:01.277737,22.786
2022-09-16 09:29:01.812683,22.792
2022-09-16 09:29:01.812683,22.792
2022-09-16 09:30:00.822267,22.806
2022-09-16 09:30:00.822267,22.806
2022-09-16 09:31:01.714049,22.812
2022-09-16 09:31:01.714049,22.812
2022-09-16 09:32:01.050853,22.833
2022-09-16 09:32:01.050853,22.833
2022-09-16 09:33:01.771963,22.858
2022-09-16 09:33:01.771963,22.858
2022-09-16 09:34:00.930382,22.87
2022-09-16 09:34:00.930382,22.87
2022-09-16 09:35:00.721642,22.867
2022-09-16 09:35:00.721642,22.867
2022-09-16 09:36:00.764346,22.884
2022-09-16 09:36:00.764346,22.884
2022-09-16 09:39:00.617593,23.005
2022-09-16 09:39:00.617593,23.005
2022-09-16 09:40:00.614488,23.048
2022-09-16 09:40:00.614488,23.048
2022-09-16 09:41:00.230956,23.088
2022-09-16 09:41:00.230956,23.088
2022-09-16 09:42:01.381121,23.115
2022-09-16 09:42:01.381121,23.115
2022-09-16 09:43:00.540044,23.124
2022-09-16 09:43:00.540044,23.124
2022-09-16 09:44:00.695065,23.155
2022-09-16 09:44:00.695065,23.155
2022-09-16 09:45:00.808807,23.163
2022-09-16 09:45:00.808807,23.163
2022-09-16 09:46:00.187265,23.18
2022-09-16 09:46:00.187265,23.18
2022-09-16 09:47:00.481673,23.214
2022-09-16 09:47:00.481673,23.214
2022-09-16 09:48:00.886516,23.236
2022-09-16 09:48:00.886516,23.236
2022-09-16 09:49:01.353390,23.287
2022-09-16 09:49:01.353390,23.287
2022-09-16 09:50:00.000821,23.318
2022-09-16 09:50:00.000821,23.318
2022-09-16 09:51:00.319086,23.316
2022-09-16 09:51:00.319086,23.316
2022-09-16 09:52:01.186724,23.31
2022-09-16 09:52:01.186724,23.31
2022-09-16 09:53:00.207295,23.366
2022-09-16 09:53:00.207295,23.366
2022-09-16 09:54:01.670254,23.388
2022-09-16 09:54:01.670254,23.388
2022-09-16 09:55:00.454166,23.394
2022-09-16 09:55:00.454166,23.394
2022-09-16 09:56:00.925987,23.403
2022-09-16 09:56:00.925987,23.403
2022-09-16 09:57:00.018714,23.447
2022-09-16 09:57:00.018714,23.447
2022-09-16 09:58:01.035823,23.469
2022-09-16 09:58:01.035823,23.469
2022-09-16 09:59:01.818512,23.484
2022-09-16 09:59:01.818512,23.484
2022-09-16 10:00:01.731968,23.544
2022-09-16 10:00:01.731968,23.544
2022-09-16 10:01:01.799720,23.577
2022-09-16 10:01:01.799720,23.577
2022-09-16 10:02:01.337533,23.576
2022-09-16 10:02:01.337533,23.576
2022-09-16 10:03:00.537742,23.566
2022-09-16 10:03:00.537742,23.566
2022-09-16 10:04:00.579392,23.599
2022-09-16 10:04:00.579392,23.599
2022-09-16 10:05:00.533141,23.62
2022-09-16 10:05:00.533141,23.62
2022-09-16 10:06:00.474497,23.654
2022-09-16 10:06:00.474497,23.654
2022-09-16 10:07:01.973573,23.679
2022-09-16 10:07:01.973573,23.679
2022-09-16 10:08:01.021452,23.706
2022-09-16 10:08:01.021452,23.706
2022-09-16 10:09:01.817850,23.718
2022-09-16 10:09:01.817850,23.718
2022-09-16 10:10:00.323390,23.744
2022-09-16 10:10:00.323390,23.744
2022-09-16 10:11:00.942352,23.781
2022-09-16 10:11:00.942352,23.781
2022-09-16 10:12:01.986751,23.78
2022-09-16 10:12:01.986751,23.78
2022-09-16 10:13:00.745391,23.8
2022-09-16 10:13:00.745391,23.8
2022-09-16 10:14:00.725308,23.822
2022-09-16 10:14:00.725308,23.822
2022-09-16 10:15:00.012756,23.848
2022-09-16 10:15:00.012756,23.848
2022-09-16 10:16:00.862001,23.886
2022-09-16 10:16:00.862001,23.886
2022-09-16 10:17:01.575154,23.917
2022-09-16 10:17:01.575154,23.917
2022-09-16 10:18:00.129247,23.936
2022-09-16 10:18:00.129247,23.936
2022-09-16 10:19:01.544328,23.982
2022-09-16 10:19:01.544328,23.982
2022-09-16 10:20:01.134150,23.99
2022-09-16 10:20:01.134150,23.99
2022-09-16 10:21:01.677446,24.012
2022-09-16 10:21:01.677446,24.012
2022-09-16 10:22:00.867681,24
2022-09-16 10:22:00.867681,24
2022-09-16 10:25:00.658800,24.059
2022-09-16 10:25:00.658800,24.059
2022-09-16 10:26:00.624217,24.046
2022-09-16 10:26:00.624217,24.046
2022-09-16 10:27:00.033193,24.057
2022-09-16 10:27:00.033193,24.057
2022-09-16 10:28:01.453955,24.056
2022-09-16 10:28:01.453955,24.056
2022-09-16 10:29:00.151685,24.058
2022-09-16 10:29:00.151685,24.058
2022-09-16 10:30:00.815308,24.079
2022-09-16 10:30:00.815308,24.079
2022-09-16 10:31:01.509077,24.091
2022-09-16 10:31:01.509077,24.091
2022-09-16 10:32:00.223023,24.104
2022-09-16 10:32:00.223023,24.104
2022-09-16 10:33:01.352570,24.108
2022-09-16 10:33:01.352570,24.108
2022-09-16 10:34:00.089050,24.138
2022-09-16 10:34:00.089050,24.138
2022-09-16 10:35:00.923277,24.154
2022-09-16 10:35:00.923277,24.154
2022-09-16 10:36:00.458494,24.185
2022-09-16 10:36:00.458494,24.185
2022-09-16 10:37:01.355393,24.207
2022-09-16 10:37:01.355393,24.207
2022-09-16 10:38:01.331825,24.21
2022-09-16 10:38:01.331825,24.21
2022-09-16 10:39:01.220071,24.24
2022-09-16 10:39:01.220071,24.24
2022-09-16 10:40:01.216755,24.269
2022-09-16 10:40:01.216755,24.269
2022-09-16 10:41:01.578807,24.293
2022-09-16 10:41:01.578807,24.293
2022-09-16 10:42:00.698890,24.319
2022-09-16 10:42:00.698890,24.319
2022-09-16 10:43:01.030939,24.35
2022-09-16 10:43:01.030939,24.35
2022-09-16 10:44:00.366153,24.344
2022-09-16 10:44:00.366153,24.344
2022-09-16 10:45:01.254343,24.342
2022-09-16 10:45:01.254343,24.342
2022-09-16 10:46:00.697977,24.374
2022-09-16 10:46:00.697977,24.374
2022-09-16 10:47:00.459900,24.393
2022-09-16 10:47:00.459900,24.393
2022-09-16 10:48:00.429809,24.407
2022-09-16 10:48:00.429809,24.407
2022-09-16 10:49:00.458837,24.418
2022-09-16 10:49:00.458837,24.418
2022-09-16 10:50:01.217192,24.44
2022-09-16 10:50:01.217192,24.44
2022-09-16 10:51:01.886817,24.461
2022-09-16 10:51:01.886817,24.461
2022-09-16 10:52:01.862093,24.462
2022-09-16 10:52:01.862093,24.462
2022-09-16 10:53:00.259053,24.457
2022-09-16 10:53:00.259053,24.457
2022-09-16 10:54:00.966656,24.454
2022-09-16 10:54:00.966656,24.454
2022-09-16 10:55:00.685678,24.479
2022-09-16 10:55:00.685678,24.479
2022-09-16 10:56:00.160803,24.481
2022-09-16 10:56:00.160803,24.481
2022-09-16 10:57:00.635742,24.459
2022-09-16 10:57:00.635742,24.459
2022-09-16 10:58:01.158341,24.498
2022-09-16 10:58:01.158341,24.498
2022-09-16 10:59:01.960072,24.515
2022-09-16 10:59:01.960072,24.515
2022-09-16 11:00:01.826073,24.56
2022-09-16 11:00:01.826073,24.56
2022-09-16 11:01:00.441872,24.583
2022-09-16 11:01:00.441872,24.583
2022-09-16 11:02:01.520055,24.606
2022-09-16 11:02:01.520055,24.606
2022-09-16 11:03:01.315164,24.594
2022-09-16 11:03:01.315164,24.594
2022-09-16 11:04:00.068670,24.611
2022-09-16 11:04:00.068670,24.611
2022-09-16 11:05:00.884683,24.637
2022-09-16 11:05:00.884683,24.637
2022-09-16 11:06:01.384298,24.654
2022-09-16 11:06:01.384298,24.654
2022-09-16 11:07:01.451197,24.675
2022-09-16 11:07:01.451197,24.675
2022-09-16 11:08:01.772765,24.668
2022-09-16 11:08:01.772765,24.668
2022-09-16 11:09:00.742349,24.687
2022-09-16 11:09:00.742349,24.687
2022-09-16 11:12:00.035452,24.768
2022-09-16 11:12:00.035452,24.768
2022-09-16 11:13:01.165065,24.775
2022-09-16 11:13:01.165065,24.775
2022-09-16 11:14:00.139279,24.752
2022-09-16 11:14:00.139279,24.752
2022-09-16 11:15:00.147812,24.765
2022-09-16 11:15:00.147812,24.765
2022-09-16 11:16:01.107979,24.807
2022-09-16 11:16:01.107979,24.807
2022-09-16 11:17:00.476264,24.829
2022-09-16 11:17:00.476264,24.829
2022-09-16 11:18:01.030808,24.821
2022-09-16 11:18:01.030808,24.821
2022-09-16 11:19:00.159371,24.818
2022-09-16 11:19:00.159371,24.818
2022-09-16 11:20:01.110948,24.802
2022-09-16 11:20:01.110948,24.802
2022-09-16 11:21:00.174541,24.796
2022-09-16 11:21:00.174541,24.796
2022-09-16 11:22:01.221190,24.803
2022-09-16 11:22:01.221190,24.803
2022-09-16 11:23:01.017503,24.806
2022-09-16 11:23:01.017503,24.806
2022-09-16 11:24:00.159912,24.833
2022-09-16 11:24:00.159912,24.833
2022-09-16 11:25:00.267617,24.856
2022-09-16 11:25:00.267617,24.856
2022-09-16 11:26:01.607790,24.9
2022-09-16 11:26:01.607790,24.9
2022-09-16 11:27:01.122270,24.911
2022-09-16 11:27:01.122270,24.911
2022-09-16 11:28:00.458341,24.942
2022-09-16 11:28:00.458341,24.942
2022-09-16 11:29:00.440915,24.977
2022-09-16 11:29:00.440915,24.977
2022-09-16 11:30:01.778456,24.988
2022-09-16 11:30:01.778456,24.988
2022-09-16 11:31:00.565670,24.982
2022-09-16 11:31:00.565670,24.982
2022-09-16 11:32:00.831759,25.009
2022-09-16 11:32:00.831759,25.009
2022-09-16 11:33:00.026756,25.059
2022-09-16 11:33:00.026756,25.059
2022-09-16 11:34:00.143138,25.056
2022-09-16 11:34:00.143138,25.056
2022-09-16 11:35:00.312825,25.098
2022-09-16 11:35:00.312825,25.098
2022-09-16 11:36:01.180402,25.133
2022-09-16 11:36:01.180402,25.133
2022-09-16 11:37:00.251570,25.15
2022-09-16 11:37:00.251570,25.15
2022-09-16 11:38:00.206607,25.17
2022-09-16 11:38:00.206607,25.17
2022-09-16 11:39:00.020801,25.203
2022-09-16 11:39:00.020801,25.203
2022-09-16 11:40:00.656002,25.246
2022-09-16 11:40:00.656002,25.246
2022-09-16 11:41:00.259763,25.233
2022-09-16 11:41:00.259763,25.233
2022-09-16 11:42:00.900803,25.246
2022-09-16 11:42:00.900803,25.246
2022-09-16 11:43:01.445852,25.282
2022-09-16 11:43:01.445852,25.282
2022-09-16 11:44:00.480281,25.332
2022-09-16 11:44:00.480281,25.332
2022-09-16 11:45:00.924231,25.343
2022-09-16 11:45:00.924231,25.343
