timestamp,brightness_lux
2022-09-16 10:04:00.579392,30062
2022-09-16 10:04:00.579392,30062
2022-09-16 10:05:00.533141,26166
2022-09-16 10:05:00.533141,26166
2022-09-16 10:06:00.474497,27166
2022-09-16 10:06:00.474497,27166
2022-09-16 10:07:01.973573,29050
2022-09-16 10:07:01.973573,29050
2022-09-16 10:08:01.021452,29817
2022-09-16 10:08:01.021452,29817
2022-09-16 10:09:01.817850,32406
2022-09-16 10:09:01.817850,32406
2022-09-16 10:10:00.323390,43879
2022-09-16 10:10:00.323390,43879
2022-09-16 10:11:00.942352,43797
2022-09-16 10:11:00.942352,43797
2022-09-16 10:12:01.986751,44675
2022-09-16 10:12:01.986751,44675
2022-09-16 10:13:00.745391,24731
2022-09-16 10:13:00.745391,24731
2022-09-16 10:14:00.725308,32651
2022-09-16 10:14:00.725308,32651
2022-09-16 10:15:00.012756,29004
2022-09-16 10:15:00.012756,29004
2022-09-16 10:16:00.862001,29199
2022-09-16 10:16:00.862001,29199
2022-09-16 10:17:01.575154,26774
2022-09-16 10:17:01.575154,26774
2022-09-16 10:18:00.129247,31653
2022-09-16 10:18:00.129247,31653
2022-09-16 10:19:01.544328,33055
2022-09-16 10:19:01.544328,33055
2022-09-16 10:20:01.134150,27830
2022-09-16 10:20:01.134150,27830
2022-09-16 10:21:01.677446,47475
2022-09-16 10:21:01.677446,47475
2022-09-16 10:22:00.867681,49662
2022-09-16 10:22:00.867681,49662
2022-09-16 10:25:00.658800,50012
2022-09-16 10:25:00.658800,50012
2022-09-16 10:26:00.624217,50867
2022-09-16 10:26:00.624217,50867
2022-09-16 10:27:00.033193,33334
2022-09-16 10:27:00.033193,33334
2022-09-16 10:28:01.453955,35236
2022-09-16 10:28:01.453955,35236
2022-09-16 10:29:00.151685,51198
2022-09-16 10:29:00.151685,51198
2022-09-16 10:30:00.815308,28618
2022-09-16 10:30:00.815308,28618
2022-09-16 10:31:01.509077,32986
2022-09-16 10:31:01.509077,32986
2022-09-16 10:32:00.223023,40398
2022-09-16 10:32:00.223023,40398
2022-09-16 10:33:01.352570,19322
2022-09-16 10:33:01.352570,19322
2022-09-16 10:34:00.089050,31552
2022-09-16 10:34:00.089050,31552
2022-09-16 10:35:00.923277,25921
2022-09-16 10:35:00.923277,25921
2022-09-16 10:36:00.458494,38882
2022-09-16 10:36:00.458494,38882
2022-09-16 10:37:01.355393,55488
2022-09-16 10:37:01.355393,55488
2022-09-16 10:38:01.331825,29806
2022-09-16 10:38:01.331825,29806
2022-09-16 10:39:01.220071,29866
2022-09-16 10:39:01.220071,29866
2022-09-16 10:40:01.216755,34806
2022-09-16 10:40:01.216755,34806
2022-09-16 10:41:01.578807,25979
2022-09-16 10:41:01.578807,25979
2022-09-16 10:42:00.698890,56204
2022-09-16 10:42:00.698890,56204
2022-09-16 10:43:01.030939,57717
2022-09-16 10:43:01.030939,57717
2022-09-16 10:44:00.366153,38408
2022-09-16 10:44:00.366153,38408
2022-09-16 10:45:01.254343,40560
2022-09-16 10:45:01.254343,40560
2022-09-16 10:46:00.697977,39373
2022-09-16 10:46:00.697977,39373
2022-09-16 10:47:00.459900,57327
2022-09-16 10:47:00.459900,57327
2022-09-16 10:48:00.429809,31848
2022-09-16 10:48:00.429809,31848
2022-09-16 10:49:00.458837,40638
2022-09-16 10:49:00.458837,40638
2022-09-16 10:50:01.217192,42709
2022-09-16 10:50:01.217192,42709
2022-09-16 10:51:01.886817,26231
2022-09-16 10:51:01.886817,26231
2022-09-16 10:52:01.862093,59478
2022-09-16 10:52:01.862093,59478
2022-09-16 10:53:00.259053,38216
2022-09-16 10:53:00.259053,38216
2022-09-16 10:54:00.966656,34498
2022-09-16 10:54:00.966656,34498
2022-09-16 10:55:00.685678,61309
2022-09-16 10:55:00.685678,61309
2022-09-16 10:56:00.160803,61453
2022-09-16 10:56:00.160803,61453
2022-09-16 10:57:00.635742,35274
2022-09-16 10:57:00.635742,35274
2022-09-16 10:58:01.158341,37765
2022-09-16 10:58:01.158341,37765
2022-09-16 10:59:01.960072,46040
2022-09-16 10:59:01.960072,46040
2022-09-16 11:00:01.826073,62100
2022-09-16 11:00:01.826073,62100
2022-09-16 11:01:00.441872,30109
2022-09-16 11:01:00.441872,30109
2022-09-16 11:02:01.520055,38796
2022-09-16 11:02:01.520055,38796
2022-09-16 11:03:01.315164,39195
2022-09-16 11:03:01.315164,39195
2022-09-16 11:04:00.068670,36740
2022-09-16 11:04:00.068670,36740
2022-09-16 11:05:00.884683,44359
2022-09-16 11:05:00.884683,44359
2022-09-16 11:06:01.384298,49601
2022-09-16 11:06:01.384298,49601
2022-09-16 11:07:01.451197,64025
2022-09-16 11:07:01.451197,64025
2022-09-16 11:08:01.772765,24393
2022-09-16 11:08:01.772765,24393
2022-09-16 11:09:00.742349,34215
2022-09-16 11:09:00.742349,34215
2022-09-16 11:12:00.035452,66589
2022-09-16 11:12:00.035452,66589
2022-09-16 11:13:01.165065,65776
2022-09-16 11:13:01.165065,65776
2022-09-16 11:14:00.139279,41699
2022-09-16 11:14:00.139279,41699
2022-09-16 11:15:00.147812,50407
2022-09-16 11:15:00.147812,50407
2022-09-16 11:16:01.107979,37047
2022-09-16 11:16:01.107979,37047
2022-09-16 11:17:00.476264,36544
2022-09-16 11:17:00.476264,36544
2022-09-16 11:18:01.030808,26438
2022-09-16 11:18:01.030808,26438
2022-09-16 11:19:00.159371,68500
2022-09-16 11:19:00.159371,68500
2022-09-16 11:20:01.110948,67823
2022-09-16 11:20:01.110948,67823
2022-09-16 11:21:00.174541,32003
2022-09-16 11:21:00.174541,32003
2022-09-16 11:22:01.221190,49131
2022-09-16 11:22:01.221190,49131
2022-09-16 11:23:01.017503,68648
2022-09-16 11:23:01.017503,68648
2022-09-16 11:24:00.159912,37859
2022-09-16 11:24:00.159912,37859
2022-09-16 11:25:00.267617,54460
2022-09-16 11:25:00.267617,54460
2022-09-16 11:26:01.607790,32532
2022-09-16 11:26:01.607790,32532
2022-09-16 11:27:01.122270,41091
2022-09-16 11:27:01.122270,41091
2022-09-16 11:28:00.458341,38882
2022-09-16 11:28:00.458341,38882
2022-09-16 11:29:00.440915,69043
2022-09-16 11:29:00.440915,69043
2022-09-16 11:30:01.778456,70653
2022-09-16 11:30:01.778456,70653
2022-09-16 11:31:00.565670,40421
2022-09-16 11:31:00.565670,40421
2022-09-16 11:32:00.831759,35020
2022-09-16 11:32:00.831759,35020
2022-09-16 11:33:00.026756,54230
2022-09-16 11:33:00.026756,54230
2022-09-16 11:34:00.143138,44041
2022-09-16 11:34:00.143138,44041
2022-09-16 11:35:00.312825,52421
2022-09-16 11:35:00.312825,52421
2022-09-16 11:36:01.180402,71591
2022-09-16 11:36:01.180402,71591
2022-09-16 11:37:00.251570,71581
2022-09-16 11:37:00.251570,71581
2022-09-16 11:38:00.206607,39396
2022-09-16 11:38:00.206607,39396
2022-09-16 11:39:00.020801,25875
2022-09-16 11:39:00.020801,25875
2022-09-16 11:40:00.656002,38725
2022-09-16 11:40:00.656002,38725
2022-09-16 11:41:00.259763,47979
2022-09-16 11:41:00.259763,47979
2022-09-16 11:42:00.900803,41442
2022-09-16 11:42:00.900803,41442
2022-09-16 11:43:01.445852,70811
2022-09-16 11:43:01.445852,70811
2022-09-16 11:44:00.480281,71103
2022-09-16 11:44:00.480281,71103
2022-09-16 11:45:00.924231,71657
2022-09-16 11:45:00.924231,71657
2022-09-16 11:46:00.861478,72610
2022-09-16 11:46:00.861478,72610
2022-09-16 11:47:01.994832,14842
2022-09-16 11:47:01.994832,14842
2022-09-16 11:48:00.823307,16479
2022-09-16 11:48:00.823307,16479
2022-09-16 11:49:01.862894,15388
2022-09-16 11:49:01.862894,15388
2022-09-16 11:50:00.984671,17730
2022-09-16 11:50:00.984671,17730
2022-09-16 11:51:00.519117,9703
2022-09-16 11:51:00.519117,9703
2022-09-16 11:52:00.702966,12385
2022-09-16 11:52:00.702966,12385
2022-09-16 11:53:00.317334,14439
2022-09-16 11:53:00.317334,14439
2022-09-16 11:54:00.976485,20057
2022-09-16 11:54:00.976485,20057
2022-09-16 11:55:01.726152,12528
2022-09-16 11:55:01.726152,12528
2022-09-16 11:58:01.943319,17702
2022-09-16 11:58:01.943319,17702
2022-09-16 11:59:01.830097,16141
2022-09-16 11:59:01.830097,16141
2022-09-16 12:00:01.841454,14108
2022-09-16 12:00:01.841454,14108
2022-09-16 12:01:01.418024,17536
2022-09-16 12:01:01.418024,17536
2022-09-16 12:02:00.626491,20756
2022-09-16 12:02:00.626491,20756
2022-09-16 12:03:01.854373,15862
2022-09-16 12:03:01.854373,15862
2022-09-16 12:04:01.229287,18971
2022-09-16 12:04:01.229287,18971
2022-09-16 12:05:01.382380,13902
2022-09-16 12:05:01.382380,13902
2022-09-16 12:06:01.962214,11033
2022-09-16 12:06:01.962214,11033
2022-09-16 12:07:01.104644,17144
2022-09-16 12:07:01.104644,17144
2022-09-16 12:08:01.956045,10428
2022-09-16 12:08:01.956045,10428
2022-09-16 12:09:01.096475,14536
2022-09-16 12:09:01.096475,14536
2022-09-16 12:10:01.814298,19652
2022-09-16 12:10:01.814298,19652
2022-09-16 12:11:00.869617,13285
2022-09-16 12:11:00.869617,13285
2022-09-16 12:12:01.912973,13255
2022-09-16 12:12:01.912973,13255
2022-09-16 12:13:00.615333,13649
2022-09-16 12:13:00.615333,13649
2022-09-16 12:14:01.931734,10841
2022-09-16 12:14:01.931734,10841
2022-09-16 12:15:00.578314,18881
2022-09-16 12:15:00.578314,18881
2022-09-16 12:16:01.895849,9463
2022-09-16 12:16:01.895849,9463
2022-09-16 12:17:00.712456,12891
2022-09-16 12:17:00.712456,12891
2022-09-16 12:18:00.300188,12159
2022-09-16 12:18:00.300188,12159
2022-09-16 12:19:01.398711,18842
2022-09-16 12:19:01.398711,18842
2022-09-16 12:20:00.004674,23197
2022-09-16 12:20:00.004674,23197
2022-09-16 12:21:01.067471,13035
2022-09-16 12:21:01.067471,13035
2022-09-16 12:22:00.738603,15468
2022-09-16 12:22:00.738603,15468
2022-09-16 12:23:01.940273,15380
2022-09-16 12:23:01.940273,15380
2022-09-16 12:24:00.467852,14237
2022-09-16 12:24:00.467852,14237
2022-09-16 12:25:01.340766,15034
2022-09-16 12:25:01.340766,15034
2022-09-16 12:26:01.661670,14534
2022-09-16 12:26:01.661670,14534
2022-09-16 12:27:01.337593,18750
2022-09-16 12:27:01.337593,18750
2022-09-16 12:28:00.167522,14469
2022-09-16 12:28:00.167522,14469
2022-09-16 12:29:00.541353,15411
2022-09-16 12:29:00.541353,15411
2022-09-16 12:30:01.058828,17482
2022-09-16 12:30:01.058828,17482
2022-09-16 12:31:00.420462,20614
2022-09-16 12:31:00.420462,20614
2022-09-16 12:32:01.821592,6267
2022-09-16 12:32:01.821592,6267
2022-09-16 12:33:00.816431,12946
2022-09-16 12:33:00.816431,12946
2022-09-16 12:34:00.477541,19760
2022-09-16 12:34:00.477541,19760
2022-09-16 12:35:01.962677,16045
2022-09-16 12:35:01.962677,16045
2022-09-16 12:36:01.086613,15672
2022-09-16 12:36:01.086613,15672
2022-09-16 12:37:00.267652,15384
2022-09-16 12:37:00.267652,15384
2022-09-16 12:38:00.053929,6652
2022-09-16 12:38:00.053929,6652
2022-09-16 12:39:00.206716,18738
2022-09-16 12:39:00.206716,18738
2022-09-16 12:40:01.248631,14325
2022-09-16 12:40:01.248631,14325
2022-09-16 12:41:00.756493,17956
2022-09-16 12:41:00.756493,17956
2022-09-16 12:42:00.022602,16782
2022-09-16 12:42:00.022602,16782
2022-09-16 12:43:01.155540,18125
2022-09-16 12:43:01.155540,18125
2022-09-16 12:46:00.163928,14936
2022-09-16 12:46:00.163928,14936
2022-09-16 12:47:01.945065,12850
2022-09-16 12:47:01.945065,12850
2022-09-16 12:48:01.843222,16112
2022-09-16 12:48:01.843222,16112
2022-09-16 12:49:01.661471,10831
2022-09-16 12:49:01.661471,10831
2022-09-16 12:50:00.008633,10582
2022-09-16 12:50:00.008633,10582
2022-09-16 12:51:00.521991,14110
2022-09-16 12:51:00.521991,14110
2022-09-16 12:52:00.228305,12337
2022-09-16 12:52:00.228305,12337
2022-09-16 12:53:00.389809,12879
2022-09-16 12:53:00.389809,12879
2022-09-16 12:54:00.253220,13234
2022-09-16 12:54:00.253220,13234
2022-09-16 12:55:00.945361,24710
2022-09-16 12:55:00.945361,24710
2022-09-16 12:56:00.499947,11668
2022-09-16 12:56:00.499947,11668
2022-09-16 12:57:01.546184,8106
2022-09-16 12:57:01.546184,8106
2022-09-16 12:58:00.120462,16499
2022-09-16 12:58:00.120462,16499
2022-09-16 12:59:00.698837,13118
2022-09-16 12:59:00.698837,13118
2022-09-16 13:00:01.235143,10737
2022-09-16 13:00:01.235143,10737
2022-09-16 13:01:01.112724,7124
2022-09-16 13:01:01.112724,7124
2022-09-16 13:02:00.634712,15197
2022-09-16 13:02:00.634712,15197
2022-09-16 13:03:00.305393,14366
2022-09-16 13:03:00.305393,14366
2022-09-16 13:04:01.533209,61959
2022-09-16 13:04:01.533209,61959
2022-09-16 13:05:01.431806,60198
2022-09-16 13:05:01.431806,60198
2022-09-16 13:06:01.027786,60611
2022-09-16 13:06:01.027786,60611
2022-09-16 13:07:01.510527,45691
2022-09-16 13:07:01.510527,45691
2022-09-16 13:08:00.048566,31448
2022-09-16 13:08:00.048566,31448
2022-09-16 13:09:01.002200,59032
2022-09-16 13:09:01.002200,59032
2022-09-16 13:10:00.801968,58755
2022-09-16 13:10:00.801968,58755
2022-09-16 13:11:00.386128,40932
2022-09-16 13:11:00.386128,40932
2022-09-16 13:12:01.051866,37365
2022-09-16 13:12:01.051866,37365
2022-09-16 13:13:00.856454,35261
2022-09-16 13:13:00.856454,35261
2022-09-16 13:14:01.257053,28200
2022-09-16 13:14:01.257053,28200
2022-09-16 13:15:00.505333,57753
2022-09-16 13:15:00.505333,57753
2022-09-16 13:16:01.644410,31378
2022-09-16 13:16:01.644410,31378
2022-09-16 13:17:01.304871,37246
2022-09-16 13:17:01.304871,37246
2022-09-16 13:18:00.650378,34434
2022-09-16 13:18:00.650378,34434
2022-09-16 13:19:01.942829,33129
2022-09-16 13:19:01.942829,33129
2022-09-16 13:20:00.451288,33723
2022-09-16 13:20:00.451288,33723
2022-09-16 13:21:01.822270,54992
2022-09-16 13:21:01.822270,54992
2022-09-16 13:22:00.976783,54436
2022-09-16 13:22:00.976783,54436
2022-09-16 13:23:01.749182,36248
2022-09-16 13:23:01.749182,36248
2022-09-16 13:24:01.773679,24001
2022-09-16 13:24:01.773679,24001
2022-09-16 13:25:00.780225,36257
2022-09-16 13:25:00.780225,36257
2022-09-16 13:26:01.808799,31030
2022-09-16 13:26:01.808799,31030
2022-09-16 13:27:00.779907,33194
2022-09-16 13:27:00.779907,33194
2022-09-16 13:28:00.434487,29928
2022-09-16 13:28:00.434487,29928
2022-09-16 13:29:00.711998,37187
2022-09-16 13:29:00.711998,37187
2022-09-16 13:30:00.036438,24413
2022-09-16 13:30:00.036438,24413
2022-09-16 13:33:01.299907,20019
2022-09-16 13:33:01.299907,20019
2022-09-16 13:34:00.359373,24827
2022-09-16 13:34:00.359373,24827
2022-09-16 13:35:00.719581,33702
2022-09-16 13:35:00.719581,33702
2022-09-16 13:36:01.130113,29820
2022-09-16 13:36:01.130113,29820
2022-09-16 13:37:01.510595,49793
2022-09-16 13:37:01.510595,49793
2022-09-16 13:38:00.403330,49214
2022-09-16 13:38:00.403330,49214
2022-09-16 13:39:01.599952,47622
2022-09-16 13:39:01.599952,47622
2022-09-16 13:40:01.124460,47454
2022-09-16 13:40:01.124460,47454
2022-09-16 13:41:01.579332,48279
2022-09-16 13:41:01.579332,48279
2022-09-16 13:42:01.589606,47292
2022-09-16 13:42:01.589606,47292
2022-09-16 13:43:01.444186,24969
2022-09-16 13:43:01.444186,24969
2022-09-16 13:44:01.143732,26891
2022-09-16 13:44:01.143732,26891
2022-09-16 13:45:00.565549,30473
2022-09-16 13:45:00.565549,30473
2022-09-16 13:46:00.617386,45622
2022-09-16 13:46:00.617386,45622
2022-09-16 13:47:01.596491,45886
2022-09-16 13:47:01.596491,45886
2022-09-16 13:48:00.472142,45301
2022-09-16 13:48:00.472142,45301
2022-09-16 13:49:00.918723,25035
2022-09-16 13:49:00.918723,25035
2022-09-16 13:50:01.768072,23653
2022-09-16 13:50:01.768072,23653
2022-09-16 13:51:00.820736,24608
2022-09-16 13:51:00.820736,24608
2022-09-16 13:52:01.094027,26166
2022-09-16 13:52:01.094027,26166
2022-09-16 13:53:00.825775,21526
2022-09-16 13:53:00.825775,21526
2022-09-16 13:54:01.836282,25636
2022-09-16 13:54:01.836282,25636
2022-09-16 13:55:01.409054,19826
2022-09-16 13:55:01.409054,19826
2022-09-16 13:56:01.983138,26161
2022-09-16 13:56:01.983138,26161
2022-09-16 13:57:01.216129,24777
2022-09-16 13:57:01.216129,24777
2022-09-16 13:58:00.837355,20670
2022-09-16 13:58:00.837355,20670
2022-09-16 13:59:00.246667,24881
2022-09-16 13:59:00.246667,24881
2022-09-16 14:00:01.141812,39562
2022-09-16 14:00:01.141812,39562
2022-09-16 14:01:00.224824,20790
2022-09-16 14:01:00.224824,20790
2022-09-16 14:02:00.882705,39975
2022-09-16 14:02:00.882705,39975
2022-09-16 14:03:01.554174,39462
2022-09-16 14:03:01.554174,39462
2022-09-16 14:04:00.136120,24273
2022-09-16 14:04:00.136120,24273
2022-09-16 14:05:00.215058,38392
2022-09-16 14:05:00.215058,38392
2022-09-16 14:06:00.441836,38197
2022-09-16 14:06:00.441836,38197
2022-09-16 14:07:01.331357,23900
2022-09-16 14:07:01.331357,23900
2022-09-16 14:08:01.841039,25025
2022-09-16 14:08:01.841039,25025
2022-09-16 14:09:01.328566,26192
2022-09-16 14:09:01.328566,26192
2022-09-16 14:10:01.583133,29490
2022-09-16 14:10:01.583133,29490
2022-09-16 14:11:01.699451,22730
2022-09-16 14:11:01.699451,22730
2022-09-16 14:12:00.274652,36168
2022-09-16 14:12:00.274652,36168
2022-09-16 14:13:01.343273,25065
2022-09-16 14:13:01.343273,25065
2022-09-16 14:14:01.658536,22349
2022-09-16 14:14:01.658536,22349
2022-09-16 14:15:00.321357,20491
2022-09-16 14:15:00.321357,20491
2022-09-16 14:16:00.126043,20011
2022-09-16 14:16:00.126043,20011
2022-09-16 14:19:01.570694,17020
2022-09-16 14:19:01.570694,17020
2022-09-16 14:20:00.380984,21963
2022-09-16 14:20:00.380984,21963
2022-09-16 14:21:00.257699,20882
2022-09-16 14:21:00.257699,20882
2022-09-16 14:22:00.340271,22939
2022-09-16 14:22:00.340271,22939
2022-09-16 14:23:01.725398,11326
2022-09-16 14:23:01.725398,11326
2022-09-16 14:24:00.952276,22376
2022-09-16 14:24:00.952276,22376
2022-09-16 14:25:00.225590,13697
2022-09-16 14:25:00.225590,13697
2022-09-16 14:26:01.280847,20264
2022-09-16 14:26:01.280847,20264
2022-09-16 14:27:01.567538,15785
2022-09-16 14:27:01.567538,15785
2022-09-16 14:28:00.370954,20316
2022-09-16 14:28:00.370954,20316
2022-09-16 14:29:01.017087,14442
2022-09-16 14:29:01.017087,14442
2022-09-16 14:30:00.664617,15154
2022-09-16 14:30:00.664617,15154
2022-09-16 14:31:01.618971,27463
2022-09-16 14:31:01.618971,27463
2022-09-16 14:32:00.212139,27280
2022-09-16 14:32:00.212139,27280
2022-09-16 14:33:00.737225,18109
2022-09-16 14:33:00.737225,18109
2022-09-16 14:34:01.382272,13937
2022-09-16 14:34:01.382272,13937
2022-09-16 14:35:00.096630,26736
2022-09-16 14:35:00.096630,26736
2022-09-16 14:36:00.056821,16040
2022-09-16 14:36:00.056821,16040
2022-09-16 14:37:01.560478,17311
2022-09-16 14:37:01.560478,17311
2022-09-16 14:38:00.758318,14539
2022-09-16 14:38:00.758318,14539
2022-09-16 14:39:01.074407,20211
2022-09-16 14:39:01.074407,20211
2022-09-16 14:40:00.088883,20082
2022-09-16 14:40:00.088883,20082
2022-09-16 14:41:01.319885,24564
2022-09-16 14:41:01.319885,24564
2022-09-16 14:42:01.508614,23561
2022-09-16 14:42:01.508614,23561
2022-09-16 14:43:01.590831,23662
2022-09-16 14:43:01.590831,23662
2022-09-16 14:44:00.559144,18770
2022-09-16 14:44:00.559144,18770
2022-09-16 14:45:01.940455,18661
2022-09-16 14:45:01.940455,18661
2022-09-16 14:46:01.422091,23296
2022-09-16 14:46:01.422091,23296
2022-09-16 14:47:00.191896,22137
2022-09-16 14:47:00.191896,22137
2022-09-16 14:48:00.064473,23497
2022-09-16 14:48:00.064473,23497
2022-09-16 14:49:00.981903,21692
2022-09-16 14:49:00.981903,21692
2022-09-16 14:50:01.047477,22540
2022-09-16 14:50:01.047477,22540
2022-09-16 14:51:00.810846,10967
2022-09-16 14:51:00.810846,10967
2022-09-16 14:52:00.065482,12586
2022-09-16 14:52:00.065482,12586
2022-09-16 14:53:01.605902,11584
2022-09-16 14:53:01.605902,11584
2022-09-16 14:54:01.966135,13388
2022-09-16 14:54:01.966135,13388
2022-09-16 14:55:00.838601,20090
2022-09-16 14:55:00.838601,20090
2022-09-16 14:56:00.155343,20767
2022-09-16 14:56:00.155343,20767
2022-09-16 14:57:01.665507,20153
2022-09-16 14:57:01.665507,20153
2022-09-16 14:58:01.137016,19319
2022-09-16 14:58:01.137016,19319
2022-09-16 14:59:01.342954,10917
2022-09-16 14:59:01.342954,10917
2022-09-16 15:00:01.950736,10742
2022-09-16 15:00:01.950736,10742
2022-09-16 15:01:01.516403,18596
2022-09-16 15:01:01.516403,18596
2022-09-16 15:02:01.321665,19427
2022-09-16 15:02:01.321665,19427
2022-09-16 15:03:00.879392,6397
2022-09-16 15:03:00.879392,6397
2022-09-16 15:06:01.936141,10275
2022-09-16 15:06:01.936141,10275
2022-09-16 15:07:00.519381,7744
2022-09-16 15:07:00.519381,7744
2022-09-16 15:08:01.175981,6650
2022-09-16 15:08:01.175981,6650
2022-09-16 15:09:01.705077,9196
2022-09-16 15:09:01.705077,9196
2022-09-16 15:10:00.016660,9438
2022-09-16 15:10:00.016660,9438
2022-09-16 15:11:00.490808,13023
2022-09-16 15:11:00.490808,13023
