car_park_no,x_coord,y_coord,kmeans,Sector
SB35,27808.9467,47485.5107,4,North
SB36,28073.8648,47675.4504,4,North
SB37,27935.4647,47865.1427,4,North
SB38,27930.3532,47366.8059,4,North
SB39,27876.1108,47714.037,4,North
SB4,26659.5337,47304.5182,4,North
SB40,27486.3855,47524.8095,4,North
SB41,25822.6138,47537.0937,4,North
SB42,26101.4401,47336.1969,4,North
SB43,27622.2732,47414.3118,4,North
SB44,27863.2115,48161.217,4,North
SB45,27715.1491,47227.684,4,North
SB46,28115.5097,47515.5307,4,North
SB47,27602.6159,47803.8074,4,North
SB5,26317.2063,47530.1084,4,North
SB6,26802.1975,47444.0071,4,North
SB7,25962.1661,47586.3759,4,North
SB8,26209.1886,47639.8142,4,North
SB9,26015.7785,47701.567,4,North
SDM,32577.6928,32750.7372,3,East
SDM2,33023.254,33156.8404,3,East
SD1,32870.5864,33205.4777,3,East
SD10,32536.1875,32664.7148,3,East
SD11,33133.8433,33184.8063,3,East
SD2,33013.2144,33244.1573,3,East
SD3,33111.4554,33289.2189,3,East
SD4,33222.1008,33206.111,3,East
SD5,33185.7148,33337.7578,3,East
SD9,32471.3589,32673.4722,3,East
SE1R,32008.2454,39269.0556,1,North-East
SE11,32462.735,39138.1824,1,North-East
SE12,32425.9955,37769.0271,1,North-East
SE13,32118.9668,37628.3516,1,North-East
SE14,32080.9673,37405.0495,3,East
SE15,32016.5748,37221.793,3,East
SE16,31828.4814,37191.2676,3,East
SE17,31827.3152,37091.2582,3,East
SE18,32133.8758,36923.5252,3,East
SE19,32493.0156,37426.3627,3,East
SE2,32141.4161,39120.5864,1,North-East
SE20,32315.8014,37076.1308,3,East
SE21,32306.5934,37281.6467,3,East
SE22,32319.1389,37361.3217,3,East
SE23,32175.5882,37349.5073,3,East
SE24,32248.5137,37207.3633,3,East
SE25,32385.3212,36493.6986,3,East
SE26,32542.9488,36786.8864,3,East
SE27,32777.6686,36724.1991,3,East
SE28,32485.4629,36702.1845,3,East
SE29,32727.6274,36890.9379,3,East
SE3,32184.8437,39029.6133,1,North-East
SE30,32577.7448,38876.7994,1,North-East
SE31,32490.834,39280.3789,1,North-East
SE32,32337.793,39365.832,1,North-East
SE33,32372.4102,39573.3748,1,North-East
SE34,32597.8236,39566.3426,1,North-East
SE35,32778.0707,39455.8826,1,North-East
SE37,32626.2779,39288.7385,1,North-East
SE38,32718.2316,39550.3266,1,North-East
SE39,32271.7043,39500.6075,1,North-East
SE4,32337.7296,38973.7878,1,North-East
SE4S,32447.178,38780.0615,1,North-East
SE4T,32081.2625,38854.7014,1,North-East
SE40,32084.7485,39394.1524,1,North-East
SE41,32105.7886,39560.7557,1,North-East
SE42,32650.2875,39210.4727,1,North-East
SE43,32714.58,39167.89,1,North-East
SE5L,32677.0953,39047.1465,1,North-East
SE50,31927.5751,37333.0762,3,East
SE51,32347.3644,37477.7718,1,North-East
SE52,32264,37663.5,1,North-East
SE53,32646.5636,39045.8726,1,North-East
SE54,32212.7535,37730.9037,1,North-East
SE6,32291.7151,38654.071,1,North-East
SE7,32311.0661,38616.7321,1,North-East
SE9,32578.5299,38938.192,1,North-East
SGLM,30994.8653,33878.8196,3,East
SGTM,31285.1184,33809.4155,3,East
SG1,31081.3691,33941.3672,3,East
SG2,31215.5547,34039.582,3,East
SG3,31211.6165,34153.5582,3,East
SG4,31314.7745,33950.196,3,East
SH1,28554.1079,36984.0277,3,East
SH2,28406.2288,37118.966,1,North-East
SIM1,41035.8834,36146.1393,3,East
SIM2,41421.5824,36471.461,3,East
SIM3,41894.1857,36390.0702,3,East
SIM4,41380.0528,36193.553,3,East
SIM5,41239.177,36075.6849,3,East
SIM6,41980.7224,36124.2827,3,East
SI1,41132.0547,35918.9005,3,East
SI10,41778.1055,36412.1574,3,East
SI11,42016.4544,36368.226,3,East
SI12,41979.002,36445.3718,3,East
SI13,41776.8118,36015.1241,3,East
SI14,41499.3416,36379.6414,3,East
SI2,41198.5644,36239.7964,3,East
SI3,41210.8437,36301.043,3,East
SI4,41238.5468,36333.2491,3,East
SI5,41426.516,36431.5438,3,East
SI6,41611.4102,36559.418,3,East
SI7,41685.6118,36617.7899,3,East
SI8,41777.9717,36593.4263,3,East
SI9,41590.7201,36434.8566,3,East
SK1,35884.5645,41149.7601,1,North-East
SK10,35224.4669,41353.9464,1,North-East
SK11,35361.0715,41148.1882,1,North-East
SK12,35494.0265,40573.0138,1,North-East
SK13,35503.532,41122.8627,1,North-East
SK14,36014.7491,41304.3232,1,North-East
SK15,35368.923,41723.2516,1,North-East
SK16,35521.3711,40631.423,1,North-East
SK17,35276.8508,41636.7294,1,North-East
SK18,35927.2239,41842.1501,1,North-East
SK19,35690.9808,41852.5684,1,North-East
SK2,35433.4759,41356.0962,1,North-East
SK20,35851.5524,41777.5921,1,North-East
SK21,35766.7722,40531.9718,1,North-East
SK22,36001.1909,41017.8685,1,North-East
SK23,36099.0459,40907.1776,1,North-East
SK24,36172.8047,41735.4985,1,North-East
SK25,35193.2717,41647.7381,1,North-East
SK26,35037.7821,41713.346,1,North-East
SK27,35803.6315,40755.9683,1,North-East
SK28,34964.5908,40993.9848,1,North-East
SK29,34907.7394,41106.0902,1,North-East
SK3,35134.3189,40887.3355,1,North-East
SK30,34957.9524,41736.067,1,North-East
SK31,35706.3126,41679.5157,1,North-East
SK32,34548.7768,41065.8066,1,North-East
SK33,34574.9636,41140.2415,1,North-East
SK34,35640.0823,42063.5105,1,North-East
SK35,35403.3489,41899.0368,1,North-East
SK36,34479.4144,41197.9512,1,North-East
SK37,34375.646,41042.6153,1,North-East
SK38,34829.7614,41852.9235,1,North-East
SK39,35205.0144,42017.0171,1,North-East
SK4,35427.7063,40454.8668,1,North-East
SK40,34130.2215,41374.1249,1,North-East
SK41,34060.4225,41184.0668,1,North-East
SK42,34233.6919,41090.2204,1,North-East
SK43,35107.1095,42039.9623,1,North-East
SK44,33905.0798,41268.8098,1,North-East
SK45,35280.3263,42165.1817,1,North-East
SK46,33763.8587,41567.8926,1,North-East
SK47,33771.7581,41364.3158,1,North-East
SK48,34475.7019,41347.2977,1,North-East
SK49,34358.6228,41381.4575,1,North-East
SK5,35726.2721,41068.0657,1,North-East
SK50,34592.9265,41686.8525,1,North-East
SK51,34472.1598,41724.1866,1,North-East
SK52,34307.6386,41623.0083,1,North-East
SK53,34015.6621,41607.626,1,North-East
SK54,36345.8603,41552.0224,1,North-East
SK55,36285.422,41009.03,1,North-East
SK58,32996.0569,41263.3008,1,North-East
SK59,34958.0485,41925.5733,1,North-East
SK6,35525.092,41265.8605,1,North-East
SK60,32444.96,41076.957,1,North-East
SK61,32620.4698,41123.1753,1,North-East
SK62,32829.9567,41201.1613,1,North-East
SK63,35195.6938,40666.4558,1,North-East
SK64,34946.9569,40704.5286,1,North-East
SK65,35087.586,40622.2863,1,North-East
SK66,36192.9313,41509.0921,1,North-East
SK67,35097.5944,40434.3881,1,North-East
SK68,34780.0509,40557.9461,1,North-East
SK69,32787.0554,41601.8227,1,North-East
SK7,35197.2219,41221.829,1,North-East
SK70,34835.6667,40693.9897,1,North-East
SK71,34774.0235,40448.7069,1,North-East
SK72,34740.622,40787.4947,1,North-East
SK73,34780.2916,40894.8139,1,North-East
SK74,32927.5192,41564.4693,1,North-East
SK75,32650.9465,41502.7315,1,North-East
SK76,35432.869,40808.116,1,North-East
SK77,32809.1737,41359.6037,1,North-East
SK78,32535.1306,41510.8896,1,North-East
SK79,35425.2143,40897.3587,1,North-East
SK8,35664.287,41306.3404,1,North-East
SK80,32808.4169,41758.3716,1,North-East
SK81,32446.7092,41548.8847,1,North-East
SK82,36424.4447,41417.9477,1,North-East
SK83,32461.1013,41787.9348,1,North-East
SK84,36538.8836,41313.482,1,North-East
SK85,32987.7264,41793.5661,1,North-East
SK86,32878.9647,41809.1498,1,North-East
SK87,32429.5956,41673.2254,1,North-East
SK88,32538.8707,41769.3259,1,North-East
SK89,34146.3004,41863.1893,1,North-East
SK9,36079.7857,41414.8039,1,North-East
SK90,34570.2904,41861.2936,1,North-East
SK91,34474.3384,40829.755,1,North-East
SK92,34632.3385,40901.2037,1,North-East
SK93,32681.0825,41761.6732,1,North-East
SK94,34234.1105,42026.8616,1,North-East
SK95,34291.9886,42206.0484,1,North-East
SK96,33000.3795,41646.8467,1,North-East
SK97,33889.5864,41641.0117,1,North-East
SK98,33204.2465,41285.8912,1,North-East
SK99,33034.2631,42108.8313,1,North-East
SLS,29074.9041,29346.72,2,South
SL1,38051.043,32673.7969,3,East
SL2,37997.8555,32648.7539,3,East
SMM,25135.7671,30634.5571,2,South
SMML,25259.6207,30666.3245,2,South
SM1,28668.8008,37777.1992,1,North-East
SM2,28336.3289,37439.3599,1,North-East
SM3,28639.6889,37421.9282,1,North-East
SM5,28553.6907,37871.1114,1,North-East
SM6,28512.4336,38159.9961,1,North-East
SM8,28636,37711.8984,1,North-East
SM9,28392.1992,37509.3008,1,North-East
SPM,28257.4232,28489.7651,2,South
SPS,28317.6841,28619.0984,2,South
SRS,27693.5872,28667.6456,2,South
SR1,29950.6152,31769.9941,2,South
SR2,29976.3171,31722.7063,2,South
SS1L,34222.1303,42325.782,1,North-East
STAM,25398.1488,30582.3365,2,South
STM1,24647.2485,30296.4074,2,South
STM2,24703.9688,30248.287,2,South
STM3,24662.1367,30248.061,2,South
S100,33385.8789,42084.1752,1,North-East
S101,33130.4351,42095.6631,1,North-East
S102,36266.5706,41244.503,1,North-East
S103,34896.2847,42025.6613,1,North-East
S104,34647.5273,41351.7558,1,North-East
S105,34803.9591,41294.0789,1,North-East
S106,34316.7374,40374.0494,1,North-East
S107,34275.0208,42337.3597,1,North-East
S108,35081.2721,42217.8028,1,North-East
S109,33183.7608,41498.5269,1,North-East
S110,33931.8699,41689.9061,1,North-East
S111,32220.5882,41525.3527,1,North-East
S112,32051.503,41600.0851,1,North-East
S113,33824.527,41667.8944,1,North-East
S114,32040.2678,41790.0426,1,North-East
S115,32243.4465,41773.7554,1,North-East
S116,32217.7375,41139.4688,1,North-East
S117,32132.5171,41358.2673,1,North-East
S118,32792.4874,42224.4283,1,North-East
S119,36654.2859,41006.2644,1,North-East
S120,34137.6446,42079.0775,1,North-East
S13L,33976.3641,41801.3132,1,North-East
S14L,33672.15,41719.2634,1,North-East
S15L,32098.6626,41307.4782,1,North-East
S16L,32841.3354,42213.5234,1,North-East
S19L,26619.279,48110.2064,4,North
S24L,26930.1313,48308.6929,4,North
S28L,26156.746,48492.1384,4,North
S30L,34845.4319,41829.1525,1,North-East
S36L,28033.599,47720.0557,4,North
S38L,27945.3404,47471.3997,4,North
S39L,32277.158,39545.2552,1,North-East
S40L,27600.8748,47574.1207,4,North
S43L,27659.3104,47371.4915,4,North
S45A,27745.6908,47187.0993,4,North
S45L,27821.7372,47226.2109,4,North
S47L,27557.5807,47754.0354,4,North
S69A,32847.355,41553.4443,1,North-East
TAM1,40534.8059,37474.7126,3,East
TAM2,41336.4164,38040.1724,3,East
TBCM,26642.874,28889.9336,2,South
TBC2,26594.4985,28690.7096,2,South
TBC3,26248.2192,29055.7391,2,South
TBK,25410.0758,28869.5953,2,South
TBL,25044.3866,28772.2926,2,South
TBM,25479.2441,28253.7507,2,South
TBMT,25059.9661,28475.4537,2,South
TBM2,25318.3879,28642.2103,2,South
TBM3,25290.5101,28428.7979,2,South
TBM4,25156.3228,28862.5317,2,South
TBM5,25599.7585,28608.3876,2,South
TBM6,25528.5116,28424.2252,2,South
TBM7,25497.8422,28748.5546,2,South
TBM8,25102.2101,28852.5891,2,South
TBM9,25092.2521,28584.6862,2,South
TB1,26359.0527,28989.3284,2,South
TB10,26874.703,28321.7568,2,South
TB11,26911.2155,28123.4116,2,South
TB14,25109.3906,29363.2539,2,South
TB17,25740.9065,28588.0794,2,South
TB18,25383.8683,28775.7738,2,South
TB19,25261.3047,28571.479,2,South
TB2,26444.6627,28896.6707,2,South
TB22,25135.612,28488.1817,2,South
TB23,25985.6543,29309.834,2,South
TB27,25595.8755,29374.1443,2,South
TB28,25306,28279.5996,2,South
TB29,25069.197,28402.4038,2,South
TB3,26458.5039,28811.9141,2,South
TB4A,26789.3262,28899.8419,2,South
TB6,26757.168,28492.5299,2,South
TB7,26673.4648,28437.3189,2,South
TB8,26601.755,28348.037,2,South
TB9,26766.3105,28419.3515,2,South
TE1,27236.0312,29306.6816,2,South
TE13,27694.6129,29518.2043,2,South
TE14,27503.2019,28827.5456,2,South
TE2,27083.1099,29159.4607,2,South
TE21,27806.9987,29492.094,2,South
TE22,27918.1167,29540.7605,2,South
TE23,28023.0859,29632.3616,2,South
TE24,27642.8184,29641.8672,2,South
TE25,27718.3359,28870.7891,2,South
TE26,27725.5076,29745.9783,2,South
TE27,27803.2031,29566.7725,2,South
TE28,27925.02,29451.2566,2,South
TE29,27776.6895,29392.8223,2,South
TE3,27201.2559,29132.8223,2,South
TE30,27652.541,29480.3242,2,South
TE4,27390.6755,28981.1406,2,South
TE9,27961.4701,29590.094,2,South
TGML,17541.2774,33778.08,0,West
TGM1,17493.7022,33714.2794,0,West
TGM2,17424.7554,33821.7982,0,West
TGM3,17539.8244,33945.2298,0,West
TGM4,17308.7145,33863.5119,0,West
TG1,17351.3149,33950.9498,0,West
TG2,17347.6784,33758.6936,0,West
TG3,17500.7539,33654.8242,0,West
TG6,17736.171,33786.4157,0,West
TG7,17869.5236,33600.6696,0,West
THM,24057.579,31174.2517,2,South
TH1,17014.2385,37502.7133,0,West
TH1L,17083.0529,37434.8361,0,West
TH2,16769.1809,37606.278,0,West
TJ1K,15558.467,35156.0339,0,West
TJ18,15681.6343,34890.7603,0,West
TJ27,15507.4392,34380.5493,0,West
TJ28,15439.9056,35477.7143,0,West
TJ29,15645.0192,34485.0749,0,West
TJ30,15638.0002,34701.6525,0,West
TJ31,15708.2643,35640.7797,0,West
TJ32,15409.2144,35801.6725,0,West
TJ33,15750.5079,35476.5566,0,West
TJ34,15894.1114,35134.964,0,West
TJ35,15665.26,35011.1747,0,West
TJ36,15892.9516,35376.8603,0,West
TJ37,15670.2177,35606.278,0,West
TJ38,15586.8737,34946.2629,0,West
TJ39,15758.7046,34458.9721,0,West
TJ40,15555.5191,34733.8176,0,West
TJ41,15766.9047,34338.9204,0,West
TJ42,15650.2468,34383.6425,0,West
TM1A,39432.7734,36189.9885,3,East
TM10,42126.6048,37272.8556,3,East
TM11,41934.0052,37388.5874,3,East
TM12,41788.3197,37546.7093,3,East
TM13,41998.1122,37604.9556,3,East
TM14,38823.1951,36807.9012,3,East
TM15,41232.7759,37756.7953,3,East
TM16,41011.0361,37538.3082,3,East
TM17,39648.4301,37036.0523,3,East
TM18,39653.7508,37167.0637,3,East
TM19,42025.283,37713.9356,3,East
W47,24046.4777,48144.5361,4,North
TM20,42211.8682,37802.4125,3,East
TM21,42150.9608,37058.3057,3,East
TM22,42413.1125,37152.4367,3,East
TM23,42340.9357,37417.4815,3,East
TM24,42258.7221,37501.1231,3,East
TM25,41930.7103,37865.65,3,East
TM26,42056.4696,37988.6087,3,East
TM27,42085.7621,38079.9813,3,East
TM28,41750.9046,38321.0985,3,East
TM29,41998.9929,38083.5573,3,East
TM3,41048.1591,38147.3551,3,East
TM30,39499.7604,37661.9755,3,East
TM31,39500.2011,37869.6384,3,East
TM32,39341.6396,37956.2945,3,East
TM33,39435.2754,37605.5615,3,East
TM34,39141.5755,37700.2172,3,East
TM35,39220.1743,37998.2245,3,East
TM36,39769.2878,37693.9606,3,East
TM37,39717.4254,37584.9156,3,East
TM4,41225.8231,38349.9868,1,North-East
TM41,40030.3277,36628.8151,3,East
TM42,39149.9105,36784.3426,3,East
TM43,41234.0246,37276.5181,3,East
TM44,41688.2888,37919.2972,3,East
TM45,39093.7405,37493.1753,3,East
TM46,39699.2218,37846.9485,3,East
TM47,39889.1667,37644.1458,3,East
TM48,39220.4729,36578.8195,3,East
TM49,41321.7712,38447.8005,1,North-East
TM5,41439.247,38351.4469,1,North-East
TM50,38884.1396,37614.9003,3,East
TM51,38621.1252,37032.665,3,East
TM52,41621.1301,38435.0165,1,North-East
TM53,39726.5335,37438.5434,3,East
TM54,38750.9399,37292.1188,3,East
TM55,38838.0939,37441.3741,3,East
TM56,39969.4029,37388.0959,3,East
TM6,41691.9427,37261.1308,3,East
TM7,41833.9252,37212.6124,3,East
TM8,41787.0937,37067.9473,3,East
TM9,41997.2837,37271.9383,3,East
TPB1,30590.6956,35360.7931,3,East
TPL,29078.289,28819.4744,2,South
TPM,28999.272,28661.7751,2,South
TPMA,29982.6197,35409.3079,3,East
TPMB,29326.8155,35027.9474,3,East
TPMC,29429.1872,36009.9728,3,East
TPMD,29290.1401,34713.1702,3,East
TPME,29839.4181,35624.0957,3,East
TPMF,29366.473,35261.4638,3,East
TPMG,29196.869,35602.2984,3,East
TPMH,30679.7745,34913.8565,3,East
TPMJ,29353.495,35161.8974,3,East
TPMK,30810.4264,34798.1948,3,East
TPML,30849.5226,35599.7494,3,East
TPMM,30747.1931,35686.9065,3,East
TPMN,29698.2634,35231.2092,3,East
TPMP,29277.9112,35429.2632,3,East
TPMQ,29061.1557,35461.8044,3,East
TPMR,30487.836,35103.3396,3,East
TPMS,30970.9164,34863.814,3,East
TPM2,29532.3014,35715.2153,3,East
TPM3,28992.1869,34772.9821,3,East
TPM4,29783.6897,35326.4304,3,East
TPM5,29560.4287,35333.5642,3,East
TPM6,30371.0062,35230.8425,3,East
TPM7,29402.5995,35779.293,3,East
TPM8,30889.8975,35423.8667,3,East
TPM9,30723.296,35475.5087,3,East
TP10,30256.17,35233.77,3,East
TP12,30090.95,35135.49,3,East
TP14,30124.42,35341.3,3,East
TP15,29949.23,35517.2,3,East
TP16,29669.0734,35049.0624,3,East
TP17,29699.9143,35107.3661,3,East
TP18,29939.32,34976.48,3,East
TP2,29660.7631,35373.4764,3,East
TP20,29242.9935,34803.2161,3,East
TP22,29193.44,35154.68,3,East
TP27,29329.7942,35524.3536,3,East
TP3,30028.99,35280.77,3,East
TP3A,30325.2783,35742.6437,3,East
TP30,29448.3398,35862.8984,3,East
TP31,29396.9527,35917.6634,3,East
TP32,29572.6442,35915.372,3,East
TP33,29531.7522,36074.2751,3,East
TP34,30127.27,35573.46,3,East
TP36,30279.3739,35381.5377,3,East
TP4A,30471.7791,35715.3312,3,East
TP40,30603.6943,34876.733,3,East
TP41,30773.92,34907.95,3,East
TP43,30663.1798,35221.9322,3,East
TP48,30599.96,35527.39,3,East
TP49,30495.5625,35670.9258,3,East
TP50,30349.5891,35671.9011,3,East
TP52,30361.63,35951.68,3,East
TP53,30474.3865,36065.9505,3,East
TP54,30574.9288,35955.0251,3,East
TP56,31018.2569,35434.7302,3,East
TP57,31025.8295,35236.265,3,East
TP59,31047.58,35155.12,3,East
TP60,30107.83,35814.16,3,East
TP61,29669.5764,35018.5085,3,East
TP62,29907.7722,35952.8982,3,East
TP63,29748.8203,35990.7969,3,East
TP64,29813.3984,36054.5,3,East
TP65,29973.9188,35315.1935,3,East
TP66,30567.354,35273.679,3,East
TP67,30647.8392,34994.1728,3,East
TP68,30890.764,34815.7549,3,East
TP7,29719.04,35774.23,3,East
TP8,29684.0801,35728.6552,3,East
TP8A,29791.3108,35569.197,3,East
TRM,33602.3061,31409.6032,3,East
TRS,33581.4137,31444.7784,3,East
TR1,31092.8691,33554.6172,3,East
TWM1,19566.0155,40125.5448,0,West
TWM2,19459.5932,40178.8656,0,West
TWM3,19541.9487,40262.0437,0,West
TWM4,19166.6753,40542.0167,0,West
TWM5,19687.1465,40113.8175,0,West
TWM6,19638.7886,40229.3595,0,West
TW1,19301.8301,39963.4141,0,West
TW2,19225.6875,40080.8281,0,West
TW3,19229.041,40255.5469,0,West
TW4,19072.5156,40448.2227,0,West
TY1,21441.5507,35689.479,0,West
TY2,21359.8594,35627.5039,0,West
TY3T,21219.4283,35808.8247,0,West
TY4,21172.689,35626.0278,0,West
T1,40645.1002,36633.3607,3,East
T11,40241.5939,36993.2916,3,East
T12,40513.9859,37022.0319,3,East
T13,40511.1172,36794.0234,3,East
T15,41292.6602,37256.6602,3,East
T16,41242.6367,37183.9531,3,East
T17,41349.1055,37121.3281,3,East
T18,41423.7376,37254.2715,3,East
T19,41357.6797,37403.3437,3,East
T20,40691.5398,37589.1246,3,East
T24,40682.5014,37392.3908,3,East
T25,40663.4797,37197.2727,3,East
T26,40884.9727,37147.543,3,East
T27,40784.043,37234.2773,3,East
T28,40918.3711,37369.6133,3,East
T29,41092.9461,37347.4683,3,East
T3,40700.7059,36530.5002,3,East
T30,40920.2995,37019.6152,3,East
T31,40760.3906,37026.1929,3,East
T32,41035.0411,36785.1588,3,East
T33,41243.9538,36627.3316,3,East
T34,41284.2492,36781.636,3,East
T35,41456.957,36778.5156,3,East
T37,39468.8647,36543.2578,3,East
T38,39932.1232,36937.4179,3,East
T39,39926.9824,36424.8207,3,East
T4,40964.6909,36395.5354,3,East
T41,39350.702,36706.421,3,East
T42,39062.7271,36823.2135,3,East
T43,39241.8985,37029.2046,3,East
T44,39357.5533,36980.6496,3,East
T45,39338.9023,37240.9629,3,East
T46,39486.3058,37178.0754,3,East
T47,39527.3164,37445.0986,3,East
T47A,39328.7136,37444.6416,3,East
T47L,39821.519,37570.2027,3,East
T48,39076.7194,37331.671,3,East
T49,38918.6987,37122.0189,3,East
T49A,39139.9893,37058.3736,3,East
T50,38870.9497,36981.7596,3,East
T51,38948.9356,36763.5017,3,East
T54,40286.9005,37300.6184,3,East
T55,40456.9061,37597.9862,3,East
T56,39079.6727,36911.3845,3,East
T57,39101.1472,36984.4555,3,East
T58,38884.7143,37492.6034,3,East
T7,40518.5548,36401.0077,3,East
T7A,40498.7308,36344.861,3,East
T72,40496.7609,37796.9601,3,East
T73,40642.7732,37796.0139,3,East
T74,40786.4727,37942.9375,3,East
T75,41035.8679,37933.5266,3,East
T76,41168.0391,38026.2765,3,East
T77,41294.1032,38193.2412,3,East
T78,41120.082,37750.8945,3,East
T79,41482.7031,37721.6602,3,East
T8,40338.7812,36505.4414,3,East
T80,41494.2122,37985.4918,3,East
T81,41871.9858,38044.2348,3,East
T9,40278.3039,36660.4761,3,East
UAM1,33107.6324,35187.5516,3,East
UA2,33109.332,35098.3344,3,East
UA3,33265.027,35204.8735,3,East
UA4,33075.3159,35275.3778,3,East
UA5,33326.6984,35410.4255,3,East
UA6,33101.2667,35157.3013,3,East
UBA4,34994.9175,35328.5373,3,East
UBKM,32179.7655,33010.5845,3,East
UBK2,32237.8125,33097.6016,3,East
UBK4,32537.2679,33063.4121,3,East
UBK5,32522.9258,33422.543,3,East
UBM1,32374.0247,32770.798,3,East
UBM2,32125.5883,32822.4057,3,East
UCS,28950.0781,29897.9961,2,South
U1,18391.6404,36723.769,0,West
U10,18029.1321,36437.8173,0,West
U11,17982.2826,36616.6603,0,West
U12,18668.6078,36565.8437,0,West
U13,19086.17,36658.92,0,West
U14,19276.68,36568.93,0,West
U15,19332.565,36778.361,0,West
U16,19291.0823,36949.9677,0,West
U17,19484.9573,36912.4024,0,West
U18,19699.5049,37022.2461,0,West
U19,19653.7625,36736.2392,0,West
U2,18316.8368,36887.7302,0,West
U20,19895.4902,36584.6445,0,West
U21,18569.9729,37715.1464,0,West
U22,18339.7245,38092.0958,0,West
U23,18234.0951,38341.652,0,West
U24,18465.58,38439.7002,0,West
U24T,18441.4863,38506.9696,0,West
U25,18728.7311,38350.9289,0,West
U26,18742.24,38064.66,0,West
U27,18846.1378,37962.5676,0,West
U28,18790.052,37772.6738,0,West
U29,18649.5445,37851.9011,0,West
U3,18098.9773,37055.7538,0,West
U30,19027.5388,37666.3629,0,West
U31,18847.0784,37666.2614,0,West
U32,19018.5011,37355.1895,0,West
U33,18873.0414,37452.2798,0,West
U34,19139.7066,37093.5044,0,West
U38,18124.0483,36539.8249,0,West
U39,18837.6188,36875.2113,0,West
U4,17973.0318,36974.1108,0,West
U40,18879.8441,36750.5885,0,West
U41,18955.5289,36844.8175,0,West
U41A,18690.779,36915.3896,0,West
U43,18275.4565,38569.6475,0,West
U45,19606.6244,36561.0495,0,West
U46,18463.4479,36256.9749,0,West
U48,18590.8011,38166.1707,0,West
U49,18817.5304,36385.1968,0,West
U5,18135.2799,36917.0123,0,West
U50,19356.5349,36607.8807,0,West
U51,18336.325,38543.2265,0,West
U52,18172.9985,36305.5813,0,West
U53,18363.2733,36194.2818,0,West
U54,19312.2301,36987.8524,0,West
U55,17419.4393,36994.0568,0,West
U56,17317.656,37581.4848,0,West
U57,19323.1576,36459.7662,0,West
U58,17667.3706,37138.9724,0,West
U59,19325.1186,36287.363,0,West
U6,18071.3516,36683.9531,0,West
U60,18060.8019,37237.9017,0,West
U61,17534.7152,37528.3789,0,West
U62,17844.6833,37081.9943,0,West
U63,18710.2749,37928.4781,0,West
U64,17583.3446,37408.1445,0,West
U65,17611.6169,37719.6743,0,West
U66,17572.5965,37864.1469,0,West
U67,17873.2383,38065.8645,0,West
U68,17587.8746,37337.6914,0,West
U69,18000.4363,37685.2975,0,West
U7,17847.5676,36758.9474,0,West
U70,17773.0352,37655.3275,0,West
U71,18208.6126,36824.4404,0,West
U8,17825.5193,36588.034,0,West
U9,17748.6389,36445.3951,0,West
WCB,30072.1484,31241.1484,2,South
WCC,22802.4706,46289.7139,4,North
WDB1,30217.526,33669.5658,3,East
WGL,24755.5543,47642.245,4,North
W10,21545.6709,46781.8077,4,North
W100,23428.6148,45604.437,4,North
W101,24936.0215,47134.7585,4,North
W102,25028.4866,46986.64,4,North
W103,23995.6932,47488.7994,4,North
W104,25131.0901,47292.9142,4,North
W105,25278.0655,47369.5027,4,North
W106,25235.6886,47178.0376,4,North
W107,23134.4358,45725.666,4,North
W108,21543.8287,45922.7283,4,North
W109,23995.785,47408.7711,4,North
W11,21255.3672,47104.1328,4,North
W11M,21271.52,47154.7049,4,North
W12M,21198.8774,47366.6434,4,North
W13,21488.674,47244.6194,4,North
W14,21284.6738,47633.2891,4,North
W16,22275.6094,46924.5039,4,North
W17,22249.7662,46486.5748,4,North
W18,22115.7552,46747.594,4,North
W181,21988.2079,46815.199,4,North
W182,21621.1257,46318.1491,4,North
W185,21673.9257,46440.8216,4,North
W187,21499.7537,46568.872,4,North
W19,21755.788,46587.4955,4,North
W20,21482.2371,46304.8149,4,North
W21,21847.2739,46264.664,4,North
W23,22191.7187,45992.2266,4,North
W23T,22109.3581,45893.4989,4,North
W24,21992.0066,45860.9547,4,North
W25,21642.9242,45782.9456,4,North
W26,21430.5762,45933.9805,4,North
W27,21388.7832,45861.0977,4,North
W28,21382.8242,45760.7109,4,North
W29,21484.0352,45758.1875,4,North
W3,20906.7446,46925.2015,4,North
W30,21406.332,45779.8253,4,North
W36,22780.8105,47005.8672,4,North
W37,23227.4135,47060.8098,4,North
W39,23315.9648,46842.418,4,North
W4,21704.3672,47125.2891,4,North
W4M,21619.4951,47025.8162,4,North
W40,23403.6522,47029.9515,4,North
W41,23548.9652,46854.6331,4,North
W43,21182.9312,45692.8787,4,North
W44,21205.5217,45525.4699,4,North
W45,21528.0175,45524.5271,4,North
W46,21362.6102,45378.0962,4,North
W48,23070.931,47203.7395,4,North
W49,23405.0247,47174.9596,4,North
W5,21865.5141,46936.8596,4,North
W5M,21927.7465,47034.7509,4,North
W50,23590.4851,47176.9397,4,North
W505,23357.861,45984.0543,4,North
W509,23101.6173,46110.9586,4,North
W51,23472.5842,47106.6555,4,North
W516,23265.6873,46208.4999,4,North
W517,23348.3676,46205.981,4,North
W519,23440.3014,46253.1124,4,North
W52,23122.1725,47008.073,4,North
W521,23581.4144,46183.1367,4,North
W523,23613.71,46071.6238,4,North
W525,23506.2589,46033.557,4,North
W527,23463.7611,45965.5899,4,North
