car_park_no,x_coord,y_coord,kmeans,Sector
HG24,34496.2494,37985.1602,1,North-East
HG26,35293.1914,39057.5898,1,North-East
HG29,35318.5017,39372.252,1,North-East
HG3A,33282.6779,40818.5609,1,North-East
HG3B,33375.828,40694.4027,1,North-East
HG3C,33418.229,40968.2736,1,North-East
HG3D,33158.7215,40684.5984,1,North-East
HG3E,33602.1418,40785.1834,1,North-East
HG3L,33373.4677,40905.5905,1,North-East
HG30,35083.1678,39473.6275,1,North-East
HG31,35031.5866,39712.0645,1,North-East
HG32,33869.4973,39265.7089,1,North-East
HG33,33681.9766,39065.4219,1,North-East
HG34,33362.3594,39106.8477,1,North-East
HG35,34192.6367,38725.0781,1,North-East
HG36,34041.3045,38684.032,1,North-East
HG37,34015.3359,39445.9023,1,North-East
HG38,34340.7388,39488.4518,1,North-East
HG39,33859.2191,39106.9608,1,North-East
HG4,34417.4102,38475.2617,1,North-East
HG40,34539.9612,37136.0181,3,East
HG41,33122.7539,39254.3111,1,North-East
HG42,33575.4429,39573.3197,1,North-East
HG43,33674.0721,39346.8732,1,North-East
HG44,33899.488,39516.6851,1,North-East
HG45,33877.2539,39766.0352,1,North-East
HG46,33969.957,39760.9531,1,North-East
HG47,34748.896,39244.171,1,North-East
HG48,34763.52,39713.1288,1,North-East
HG49,34837.5859,40085.5664,1,North-East
HG5,34565.1384,38599.6502,1,North-East
HG50,34456.3578,39923.9507,1,North-East
HG51,34320.5249,40069.8193,1,North-East
HG52,34280.7309,40250.2304,1,North-East
HG53,34386.2027,39209.6336,1,North-East
HG54,33679.7387,37636.4156,1,North-East
HG55,34665.4285,39409.9585,1,North-East
HG56,34321.5593,39246.2794,1,North-East
HG57,35081.043,37491.8984,3,East
HG58,35056,37688.4219,3,East
HG59,34677.457,36999.3906,3,East
HG60,34440.7881,40108.8916,1,North-East
HG61,34213.8314,40180.7212,1,North-East
HG62,34147.6282,40310.4206,1,North-East
HG63,35127.5269,39373.949,1,North-East
HG64,33895.9179,39593.254,1,North-East
HG65,34622.7764,36051.0336,3,East
HG66,34913.4572,35860.8756,3,East
HG67,34955.3741,39587.9068,1,North-East
HG68,34512.6726,39104.8807,1,North-East
HG69,34638.456,39111.1082,1,North-East
HG7,34063.4941,37305.6551,3,East
HG70,34141.9377,40105.4776,1,North-East
HG71,33904.3999,39964.9457,1,North-East
HG72,33852.9205,40066.849,1,North-East
HG73,33590.2913,40031.4783,1,North-East
HG74,34093.2753,36992.4181,3,East
HG75,34196.4873,36967.1434,3,East
HG76,33136.5776,37096.1058,3,East
HG77,33667.3839,39716.3125,1,North-East
HG78,33558.5205,39862.4297,1,North-East
HG79,33249.7444,39781.9719,1,North-East
HG80,33091.2937,39576.5271,1,North-East
HG81,35344.4023,38110.0508,1,North-East
HG82,35706.5,38048.3008,1,North-East
HG83,35650.3728,37831.2487,1,North-East
HG84,35239,37964.8945,1,North-East
HG85,35362.1016,38036.1953,1,North-East
HG86,33253.8313,39628.6415,1,North-East
HG87,32957.2644,39767.9074,1,North-East
HG88,34150.9965,39781.4108,1,North-East
HG89,34756.316,39980.4127,1,North-East
HG9,33698.1131,37886.9986,1,North-East
HG9T,33778.1037,37858.0136,1,North-East
HG90,32955.07,39984.6887,1,North-East
HG91,33219.5565,39999.7403,1,North-East
HG92,34311.515,38261.6987,1,North-East
HG93,33208.1321,40216.5463,1,North-East
HG94,33267.1427,40391.5643,1,North-East
HG95,34319.1474,37341.5832,3,East
HG96,34282.3014,37198.2092,3,East
HG97,34837.3954,39248.3805,1,North-East
HG98,32938.9335,40216.0826,1,North-East
HG99,34202.0544,36839.2199,3,East
HLM,29354.6692,29687.508,2,South
HRM,26668.6582,29993.0383,2,South
HR1,35147.8437,32640.4844,3,East
HR2,35090.332,32769.8359,3,East
HR3,35018.9851,32918.853,3,East
HR4,34975.9951,32997.6117,3,East
HR5,34875.6086,32812.5333,3,East
HVM,27376.7446,30252.7338,2,South
H11,27390.4513,29983.9052,2,South
H12,27342.3203,30487.627,2,South
H14,27905.0274,30102.5966,2,South
H15,27733.5273,30287.791,2,South
H17,27392.1841,30064.5769,2,South
H18,27294.4381,30155.4567,2,South
H3,27910.6083,30378.7005,2,South
H3BL,33444.3288,40713.4165,1,North-East
H3DL,33209.3106,40779.9579,1,North-East
H4,27560.7129,30056.3984,2,South
H42A,33437.4888,39407.7276,1,North-East
H6,27517.5526,30418.6159,2,South
H6M,27399.5432,30402.6587,2,South
H8,27733.2963,30015.8248,2,South
H87L,33038.8293,40052.7361,1,North-East
H93L,33274.8825,40196.8778,1,North-East
JBM,27317.7804,29079.9207,2,South
JBM2,27105.3295,29188.4439,2,South
JB1,33505.3407,31638.549,3,East
JB2,33528.7279,31552.9403,3,East
JB3,33672.4849,31431.027,3,East
JB4,33547.8789,31758.125,3,East
JCM,35293.685,33059.6021,3,East
JCML,35269.0428,33048.779,3,East
JKM,28629.3066,29963.8422,2,South
JKS,28703.5642,30064.2195,2,South
JMB1,27298.7467,29375.368,2,South
JMB2,27274.0467,29729.2354,2,South
JMB3,27140.8217,29448.5025,2,South
JMS,28610.6237,30051.6694,2,South
JM1,15461.2578,36356.8719,0,West
JM10,12861.1777,35680.0784,0,West
JM11,13624.8076,35994.9675,0,West
JM12,12989.0554,35920.273,0,West
JM13,13134.6714,35737.8133,0,West
JM14,13026.1447,36061.7744,0,West
JM15,13172.241,35894.5938,0,West
JM16,13399.316,35488.4096,0,West
JM17,13617.7777,35278.113,0,West
JM18,13110.6908,36127.6675,0,West
JM19,13477.0963,37120.2881,0,West
JM2,13715.4817,36231.4554,0,West
JM20,13269.4787,35285.1266,0,West
JM21,12848.9764,35472.8488,0,West
JM22,13451.5242,36321.3672,0,West
JM23,13584.64,37295.9859,0,West
JM24,12947.1123,35275.2364,0,West
JM25,13232.9976,36272.1883,0,West
JM26,13511.8473,36412.4785,0,West
JM27,13673.3012,36493.4353,0,West
JM28,12683.1316,35279.6451,0,West
JM29,12551.4555,35465.1802,0,West
JM3,13838.2635,36303.7106,0,West
JM30,13595.4624,36957.2314,0,West
JM31,12894.0173,36018.9264,0,West
JM32,14062.3852,35973.1774,0,West
JM33,12321.9597,35318.7474,0,West
JM4,13598.5325,36287.4517,0,West
JM5,13512.8021,35739.3606,0,West
JM6,13359.4862,35709.3734,0,West
JM7,13497.6635,36071.1758,0,West
JM8,13330.2931,35944.9436,0,West
JM9,12808.9157,35648.0735,0,West
JRM,31175.747,32165.4237,2,South
JRTM,25441.3095,30196.268,2,South
JSA1,15969.0318,36726.9783,0,West
JSR2,13711.4533,36158.9284,0,West
JS1L,13822.1572,35914.7433,0,West
JS3L,13008.3628,35980.6896,0,West
JS33,12457.7938,35259.9777,0,West
JS4L,15568.9516,35541.8105,0,West
JS5L,12828.9589,35710.5525,0,West
J1,17402.9823,35401.3306,0,West
J10,17625.0718,36019.1003,0,West
J11,17607.7146,36118.9485,0,West
J12,17421.1122,36167.969,0,West
J13,17271.9009,36187.6309,0,West
J14,17512.2512,36248.7864,0,West
J15,17772.459,36243.0234,0,West
J16,17129.8093,36282.7747,0,West
J17,17110.9062,36422.9844,0,West
J18,17040.9824,36558.0742,0,West
J19,16942.1133,36672.5273,0,West
J2,17255.3159,35642.1729,0,West
J20,16777.377,36482.1289,0,West
J21,16487.2598,36798.418,0,West
J21A,16615.6323,36620.0095,0,West
J22,16523.8906,37047.8984,0,West
J23,16726.1406,36905.0234,0,West
J23M,16739.1947,36793.4383,0,West
J24,16619.8437,36430.0234,0,West
J25,16684.9102,36333.9766,0,West
J26,16568.1895,36340.3828,0,West
J27,15018.2256,36557.7852,0,West
J28,14999.1709,36634.0039,0,West
J29,15045.9395,36750.0547,0,West
J3,17112.1421,35740.2671,0,West
J30,14888.3145,36770.8398,0,West
J32,15441.7334,36438.2695,0,West
J33,15152.9335,36434.7257,0,West
J34,15398.4307,36577.707,0,West
J35,15335.207,36693.7578,0,West
J36,14883.267,37142.1353,0,West
J37,14921.6961,37045.2742,0,West
J38,15231.4766,36804.4414,0,West
J39,15538.8643,36919.3594,0,West
J4,17826.3697,35522.9964,0,West
J40,15709.2368,36905.2238,0,West
J41,15615.0684,36712.7969,0,West
J42,15786.7041,36706.2305,0,West
J43,15975.2217,36672.4648,0,West
J44,15904.8789,36553.3516,0,West
J45,16144.0439,36789.7031,0,West
J46,15284.1084,36874.7695,0,West
J47,15168.6443,36930.4317,0,West
J48,15219.7479,37142.2128,0,West
J49,15272.0103,37284.0817,0,West
J49M,15352.863,37320.212,0,West
J5,17883.7508,35609.7189,0,West
J50,15669.4749,37311.863,0,West
J51,15904.1348,37295.1406,0,West
J52,15914.5094,37063.4502,0,West
J53,16137.4785,36983.8477,0,West
J54,15890.8105,36893.8086,0,West
J55,15866.4258,36751.25,0,West
J56,17537.9507,35231.3632,0,West
J57,17516.667,35130.0187,0,West
J57L,17598.8143,35184.3604,0,West
J58,17576.3345,35155.1132,0,West
J6,17486.8128,35693.066,0,West
J60L,15152.11,36874.8285,0,West
J60M,15155.3093,36830.6309,0,West
J61,11874.875,35804.875,0,West
J62,11539.0898,35894.793,0,West
J62M,11666.8136,35782.3574,0,West
J63,11654.2969,35993.1406,0,West
J64,16707.915,36290.7825,0,West
J65,11971.8174,36102.7266,0,West
J66,12175.81,35939.8984,0,West
J67,12357.588,35978.1413,0,West
J68M,12264.1306,36023.6972,0,West
J69,12455.3311,35761.7852,0,West
J69M,12422.54,35944.981,0,West
J7,17395.7576,35966.8282,0,West
J70,12440.6748,36204.0469,0,West
J71,12514.7743,36484.9714,0,West
J72,12910.9012,36599.9072,0,West
J73,12965.2227,36238.1133,0,West
J74,12730.417,36090.9727,0,West
J74M,12812.9485,36110.9309,0,West
J75M,12397.1268,36260.1612,0,West
J76M,12558.9118,36274.9459,0,West
J77M,13002.919,36619.5998,0,West
J78M,12620.3435,35969.4867,0,West
J79M,12599.8443,36515.2018,0,West
J8,17789.8162,35843.6681,0,West
J8M,17884.6894,35867.6356,0,West
J80M,13270.9893,36409.7045,0,West
J81M,13182.8539,36856.8882,0,West
J82M,12322.8738,36443.2248,0,West
J83M,12613.8496,36926.4932,0,West
J84M,12771.2097,36650.4919,0,West
J85M,12744.1045,36899.5648,0,West
J86M,13061.8605,36897.8976,0,West
J88M,13965.0447,35981.9547,0,West
J89M,13819.7717,36058.9311,0,West
J9,17837.3306,36030.7859,0,West
J90,18444.8766,35967.1503,0,West
J91,18071.4794,35523.767,0,West
J92,18377.6747,35526.0278,0,West
J93,18186.6838,35712.1634,0,West
J94,17966.9948,35762.0649,0,West
J95,18403.3359,35807.1678,0,West
J96,18166.4546,35964.0009,0,West
J97,18276.4189,36061.6102,0,West
J98M,12813.2745,35771.8721,0,West
J99M,12722.6845,35766.8461,0,West
KAB,29009.336,29350.1611,2,South
KAM,29110.783,29377.6082,2,South
KAML,29106.1357,29419.0762,2,South
KAS,29052.1921,29224.6796,2,South
KBM,31984.8599,33610.8985,3,East
KBRM,32562.6638,32889.7832,3,East
KB1,31959.8887,33979.5898,3,East
KB10,31369.1973,33463.1641,3,East
KB11,31383.6001,33648.8612,3,East
KB12,31145.9587,33485.5967,3,East
KB14,32089.1664,33646.109,3,East
KB17,31293.2559,33326.1406,3,East
KB18,31607.4592,33883.3513,3,East
KB20,31686.3712,33999.0332,3,East
KB3,32043.8984,33676,3,East
KB4,32158.2889,33930.5369,3,East
KB6,32530.8352,33607.979,3,East
KB7,32135.5156,33759.7891,3,East
KEM1,30136.2998,32358.8836,2,South
KE1,36412.1149,34662.9517,3,East
KE2,36579.9508,34967.3109,3,East
KE3,36751.9219,35122.572,3,East
KE3M,36690.7665,35134.9344,3,East
KE4,36895.1004,35095.7928,3,East
KJML,30035.265,32724.2432,2,South
KJM1,29722.4759,33152.4737,2,South
KJM2,30084.3192,32664.3631,2,South
KJ1,30083.6504,32880.4805,2,South
KJ2,29932.1543,32838.1094,2,South
KJ3,29848.7578,32968.1406,2,South
KJ4,30020.0977,33207.0158,2,South
KLM,30613.3563,32065.8984,2,South
KM1,33634.3718,32491.1189,3,East
KM2,34056.2683,32342.8113,3,East
KM3,33523.1191,32313.2942,3,East
KM4,33792.0373,32312.0363,3,East
KM5,33812.7654,32478.3858,3,East
KM6,34098.3121,32420.0166,3,East
KM6L,34068.6084,32547.8395,3,East
KRM,32454.2248,32632.6824,3,East
KTM,27480.5391,29500.8137,2,South
KTM2,27349.7876,29542.5114,2,South
KTM3,27480.2057,29232.1227,2,South
KTM4,27329.8822,29325.2282,2,South
KTM5,27570.7265,29441.0716,2,South
KTM6,27546.4706,29366.694,2,South
KUM1,35319.8966,34382.6444,3,East
KUM2,35281.6557,34583.8609,3,East
KU1,35764.1553,34634.4679,3,East
KU2,35904.5382,34433.0259,3,East
KU3,35693.8016,34294.5677,3,East
KU4,35426.6861,34198.7233,3,East
KU5,34682.004,34739.3755,3,East
KU9,35542.2415,34680.104,3,East
K10,33686.7144,32414.074,3,East
K19,34230.6149,32242.3548,3,East
K2,33456.8846,32339.0013,3,East
K2T,33589.582,32206.4841,3,East
K21,34152.4219,32154.25,3,East
K22,34127.5,32207.5039,3,East
K3T,33624.4511,32211.1481,3,East
K52,33696.3242,32544.5075,3,East
K7,33864.8318,32356.4852,3,East
K9,33891.3203,32539.3633,3,East
LBM,25985.8189,30193.5347,2,South
LT1,36701.4493,33951.4516,3,East
LT2,36631.1094,34016.6914,3,East
LT3,36588.6943,34141.3917,3,East
L1,32678.1348,36847.0548,3,East
MLM,24676.3894,30639.2696,2,South
MLM1,24684.8066,30491.8693,2,South
MM1,33981.2699,34740.5471,3,East
MM2,33873.4028,34064.3335,3,East
MM3,34087.5573,34277.3707,3,East
MM4,33807.9172,34598.3392,3,East
MM5,34149.4724,34667.1985,3,East
MM6,34318.7769,34060.4025,3,East
MM7,34296.3215,34188.8298,3,East
MM7L,34178.4766,34165.8832,3,East
MNM,30951.0578,33699.6625,3,East
MNRM,30906.0026,33644.1601,3,East
MN1,30880.3705,33808.8344,3,East
MN2,30565.2223,33368.7671,3,East
MP1,37371.0903,31905.8597,3,East
MP1M,36524.3349,31701.1168,3,East
MP12,36262.5434,31721.8625,3,East
MP13,36406.0703,31559.5098,3,East
MP14,36194.5872,31654.4656,3,East
MP15,36086.4038,31669.644,3,East
MP16,36149.1148,31581.2922,3,East
MP17,37231.475,32107.329,3,East
MP19,36133.3286,31515.2207,3,East
MP2,37274.8789,31840.2031,3,East
MP2M,36854.4147,31775.1611,3,East
MP20,36109.3594,31519.7479,3,East
MP3M,37128.3266,31854.8695,3,East
MP4M,37001.0531,31814.983,3,East
MP5,37220.0664,32048.6387,3,East
MP5M,36809.7582,31975.4666,3,East
MP5S,36819.8751,31889.6622,3,East
MP6,37244.1328,31980.8496,3,East
MP6M,36343.2232,31627.1688,3,East
MP6S,36356.2562,31612.4137,3,East
MP7,37055.7578,31990.209,3,East
MR3,30868.3965,32223.6387,2,South
MR4,30966.4004,32248.0234,2,South
MR5,31057.5078,32274.7238,2,South
MR6,31029.1022,32165.4648,2,South
MR7,31013.0397,32209.1946,2,South
M1,33911.4824,33924.4674,3,East
M16,33917.1152,34519.5107,3,East
M20,34003.7503,34423.7894,3,East
M25,34105.2715,34051.7061,3,East
M28,33769.1354,34814.6793,3,East
M3,33962.7323,34675.6377,3,East
M32,33506.0078,33840.2109,3,East
M33,33436.9727,33943.3672,3,East
M34,33822.8767,34967.5382,3,East
M35,33853.4512,34389.6627,3,East
M36,33796.2186,34304.2656,3,East
M37,33818.9546,34433.4006,3,East
M38,34027.245,34375.424,3,East
M4,34047.6106,34582.1714,3,East
NBRM,31304.4327,31815.6323,2,South
NTL,39437.1163,38289.5513,1,North-East
NT1,39457.9515,38139.8942,3,East
NT10,40461.228,38578.6537,1,North-East
NT11,40340.3893,38418.7633,1,North-East
NT12,39145.7911,39063.0552,1,North-East
NT13,39215.9628,38841.7874,1,North-East
NT2,39470.0333,38235.2559,1,North-East
NT3,39463.3913,38452.666,1,North-East
NT4,39453.5479,38608.266,1,North-East
NT5,39861.432,38191.3771,1,North-East
NT6,40071.7965,38819.0019,1,North-East
NT6L,40022.4095,38900.4834,1,North-East
NT7,40204.2581,38671.6502,1,North-East
NT7L,40166.8931,38573.2629,1,North-East
NT8,39893.7093,38667.9402,1,North-East
NT9,40335.8086,38749.5219,1,North-East
PDC4,17475.2563,39985.5474,0,West
PDC5,17989.9222,41499.0296,0,West
PDJ3,15435.0187,35211.8516,0,West
PDJ7,12930.5286,36787.2543,0,West
PDL1,36861.9823,41783.2542,1,North-East
PDL2,36878.2862,42747.5714,1,North-East
PDP4,21106.05,40635.5878,0,West
PDP5,20516.3308,40817.8945,0,West
PDQ5,25514.1791,30563.4425,2,South
PDR2,42604.5156,38773.6442,1,North-East
PDR6,40065.8952,39988.2066,1,North-East
PDR7,39453.4352,40190.3477,1,North-East
PDS1,35624.873,40823.859,1,North-East
PDT8,39261.5396,37495.72,3,East
PDW5,23640.69,45832.6288,4,North
PDW7,24076.3392,47457.4236,4,North
PDW8,23752.5835,46647.3671,4,North
PD8W,23295.7544,47198.0451,4,North
PLB1,41971.3984,39012.3008,1,North-East
PL10,36567.6957,42059.8507,1,North-East
PL11,36383.4393,42222.0385,1,North-East
PL12,36467.5455,41586.9263,1,North-East
PL13,36576.967,41721.609,1,North-East
PL14,35982.6704,42695.5596,1,North-East
PL15,36821.298,41862.4746,1,North-East
PL16,36463.3164,42276.7143,1,North-East
PL17,37244.6093,42288.7308,1,North-East
PL18,37013.9934,41998.5248,1,North-East
PL19,36545.1733,42395.6863,1,North-East
PL20,37111.8432,42381.4517,1,North-East
PL21,37141.8926,41874.4571,1,North-East
PL22,37191.4597,42180.6537,1,North-East
PL23,35831.2383,42404.7448,1,North-East
PL24,36348.4338,42380.9942,1,North-East
PL25,36731.4595,41935.1533,1,North-East
PL26,37123.7973,42130.2229,1,North-East
PL27,35762.7151,42260.5799,1,North-East
PL28,36145.8836,42652.6976,1,North-East
PL29,36897.0646,42490.1374,1,North-East
PL30,36989.2194,41806.2447,1,North-East
PL31,36110.4866,42837.2882,1,North-East
PL32,35933.3863,42966.5081,1,North-East
PL33,36521.4363,42569.3563,1,North-East
PL34,36309.071,42857.6068,1,North-East
PL35,36232.401,42775.4525,1,North-East
PL36,36113.2644,43096.1637,1,North-East
PL37,36495.4409,42788.2417,1,North-East
PL38,36381.5675,42939.0974,1,North-East
PL39,35192.9049,42872.8244,1,North-East
PL40,35326.1743,42841.9622,1,North-East
PL41,35636.9282,42723.6586,1,North-East
PL42,36722.4823,42665.6779,1,North-East
PL43,35765.2615,42620.0879,1,North-East
PL44,35568.6186,42304.0762,1,North-East
PL45,37034.4487,41726.1275,1,North-East
PL46,36714.9868,42459.2349,1,North-East
PL47,35522.7156,42499.8392,1,North-East
PL48,35463.4411,42762.8004,1,North-East
PL49,35463.2889,42357.9568,1,North-East
PL50,35358.2193,42587.4444,1,North-East
PL51,35270.4165,42433.5886,1,North-East
PL52,35584.2349,43559.8993,1,North-East
PL53,35217.6575,43016.4003,1,North-East
PL54,34902.6149,42928.77,1,North-East
PL55,35069.2354,43028.1349,1,North-East
PL56,36726.0925,43212.3119,1,North-East
PL57,37055.2239,42642.9595,1,North-East
PL58,37289.3261,42421.1514,1,North-East
PL59,35282.797,43327.1927,1,North-East
PL60,36896.1695,43074.4327,1,North-East
PL61,36410.0435,43106.6938,1,North-East
PL62,34923.1009,43042.4085,1,North-East
PL63,36486.8089,43065.2274,1,North-East
PL64,36557.4238,43015.7992,1,North-East
PL65,35389.8621,43509.9902,1,North-East
PL66,36352.1816,41721.0087,1,North-East
PL67,35143.9937,43367.4988,1,North-East
PL68,34935.4135,42745.609,1,North-East
PL69,37380.9995,42710.8525,1,North-East
PL70,34668.4946,42762.2985,1,North-East
PL71,37175.8873,42873.1765,1,North-East
PL72,34784.0419,42552.2276,1,North-East
PL73,34533.1571,42794.7856,1,North-East
PL74,34486.264,42569.8371,1,North-East
PL75,35281.7517,43917.728,1,North-East
PL76,35345.9447,43901.2419,1,North-East
PL77,37596.6187,42542.5155,1,North-East
PL78,35143.0392,43671.1572,1,North-East
PL79,37787.0655,42329.5838,1,North-East
PL80,35655.2525,44286.5897,1,North-East
PL81,35919.5379,44619.0472,1,North-East
PL82,35450.915,44307.2069,1,North-East
PL83,35655.8827,44477.4339,1,North-East
PL84,37695.6419,42190.0385,1,North-East
PL85,35459.5056,44027.7283,1,North-East
PL86,36071.7449,44415.8333,1,North-East
PL87,36109.5023,44575.0173,1,North-East
PL88,36576.359,44364.7351,1,North-East
PL89,36642.0912,44523.7985,1,North-East
PM1,41720.207,39587.085,1,North-East
PM10,42373.461,38753.7772,1,North-East
PM11,42482.8751,38537.8136,1,North-East
PM12,42657.807,38550.2316,1,North-East
PM13,42053.3726,38723.5879,1,North-East
PM14,42109.8791,38528.4122,1,North-East
PM15,42284.7957,38467.7932,1,North-East
PM16,42400.9355,38268.6092,3,East
PM17,42071.2657,38321.6853,3,East
PM18,41750.9103,38533.7141,1,North-East
PM19,41766.7964,38887.5806,1,North-East
PM2,42210.8365,39121.6128,1,North-East
PM20,40702.1342,38896.9108,1,North-East
PM21,40920.1747,39245.8244,1,North-East
PM22,41231.6084,38954.5238,1,North-East
PM23,40930.0174,38967.7033,1,North-East
PM24,41131.632,38802.2291,1,North-East
PM25,40496.5258,39820.0373,1,North-East
PM26,40316.681,39541.0967,1,North-East
PM27,40606.3885,39551.3513,1,North-East
PM28,40736.5955,39633.1743,1,North-East
PM29,40247.7753,39924.3544,1,North-East
PM3,42201.9401,39312.6071,1,North-East
PM30,40114.6224,39748.7266,1,North-East
PM32,39883.2972,40142.5172,1,North-East
PM33,39858.5997,39896.3925,1,North-East
PM34,39728.975,39998.0806,1,North-East
PM35,39721.1068,40304.2524,1,North-East
PM36,39546.2838,40486.3671,1,North-East
PM37,39429.3197,40431.9844,1,North-East
PM38,39565.4411,40102.7854,1,North-East
PM4,42258.6513,39567.5489,1,North-East
PM40,39358.5759,39992.2049,1,North-East
PM41,39214.3187,40090.5883,1,North-East
PM43,39108.47,39913.5495,1,North-East
PM44,39126.6463,39773.0358,1,North-East
PM45,39416.5981,39622.2609,1,North-East
PM46,39692.8318,39469.9703,1,North-East
PM5,42388.3371,39530.4506,1,North-East
PM6,42477.8773,39204.2227,1,North-East
PM7,42459.8111,38843.4823,1,North-East
PM8,42126.5924,39294.429,1,North-East
PM9,42233.462,38924.6687,1,North-East
PP1,31994.78,35133.03,3,East
PP2,31643.1687,34986.5402,3,East
PP3,31619.7981,35088.4721,3,East
PP4,31650.3687,35213.5248,3,East
PP5,31328.03,35388.25,3,East
PP6,31816.7963,34942.7097,3,East
PP9T,31643.7896,34932.8598,3,East
PRM,28996.2194,29764.092,2,South
PRM1,41857.2031,39071.4559,1,North-East
PRS1,42134.4478,38894.2762,1,North-East
PR1,41875.5357,38818.4836,1,North-East
PR10,41784.5801,39526.9469,1,North-East
PR11,42030.2409,39606.4261,1,North-East
PR12,41283.8272,38971.2519,1,North-East
PR13,40942.8203,39055.5703,1,North-East
PR14,41151.375,38747.043,1,North-East
PR2,41590.9705,38812.1621,1,North-East
PR3,41064.8727,39231.0631,1,North-East
PR4,41488.2976,39437.995,1,North-East
PR5,41554.7014,39169.7008,1,North-East
PR6,41830.3635,39044.8529,1,North-East
PR7,41840.49,39225.13,1,North-East
PR8,42050.749,39253.7168,1,North-East
PR9,41926.2439,39467.9453,1,North-East
P1,36202.3912,42357.2043,1,North-East
P11,18544.4873,33717.7282,0,West
P12,18526.4824,33647.3125,0,West
P13,18772.8516,33660.8789,0,West
P14,18635.6875,33513.0954,0,West
P15,18521.3692,33566.3085,0,West
P16,18411.9297,33571.571,0,West
P17,18436.3162,33454.2597,0,West
P2,36091.6693,42442.0964,1,North-East
P3,36063.3675,42259.892,1,North-East
P34L,36246.7526,42930.9252,1,North-East
P35L,36269.0157,42678.4287,1,North-East
P4,36046.5051,42123.9201,1,North-East
P40L,39419.6994,40009.1936,1,North-East
P5,36271.1939,42085.2693,1,North-East
P5L,36283.2687,42152.2969,1,North-East
P6,36473.7909,41918.4197,1,North-East
P6L,36543.1672,41943.8193,1,North-East
P7,36140.7994,41924.977,1,North-East
P71L,37190.4782,42765.7878,1,North-East
P73L,34524.5777,42733.2272,1,North-East
P76L,35336.0812,43792.9611,1,North-East
P77L,37568.3243,42442.9721,1,North-East
P8,36635.3349,41792.3558,1,North-East
P88L,36630.6431,44360.7121,1,North-East
P9,36816.0197,41648.1136,1,North-East
Q14,24533.22,31110.95,2,South
Q15,24487.19,31188.56,2,South
Q16,24705.57,31033.88,2,South
Q17,24717.58,30953.45,2,South
Q19,24654.5215,30786.998,2,South
Q2A,24780.1309,30449.3691,2,South
Q30,25268.69,30911.89,2,South
Q4,24726.8911,30124.9522,2,South
Q41,25318.4336,30747.652,2,South
Q48,24682.94,30859.67,2,South
Q49,24600.43,30852.65,2,South
Q5A,24644.4805,30393.2754,2,South
Q5S,24530.9034,30353.3466,2,South
Q51,24187.6,31144.34,2,South
Q52,24170.85,31017.51,2,South
Q55,23894.27,31228,2,South
Q59,24023.14,31476.19,2,South
Q65,24153.2643,31983.7356,2,South
Q65A,24418.636,32156.675,2,South
Q66,24236.01,32114.32,2,South
Q67,24352.42,32166.07,2,South
Q68,24181.18,32133.41,2,South
Q70,24353.0804,32185.228,2,South
Q72,24391.78,32090.9,2,South
Q73,24335.5387,32064.3962,2,South
Q75M,23590.6968,32292.0387,2,South
Q77M,23403.3645,32654.8683,2,South
Q8,24244.0036,30732.3137,2,South
Q80,23479.7213,32316.8703,2,South
Q81,23531.2041,32206.3235,2,South
Q84,23921.707,32122.75,2,South
Q85,23406.71,32283.49,2,South
Q86,24722.8381,30771.7904,2,South
Q87,23873.3239,32354.7312,2,South
Q88,24354.2159,30597.8694,2,South
Q89,23741.0378,32063.6114,2,South
Q92,25236.2422,30797.7383,2,South
Q93,25189.3828,30813.4336,2,South
Q94,24354.3978,32217.4868,2,South
Q95,24433.0873,32115.9271,2,South
Q96,24782.1998,30858.4456,2,South
Q97,24000.9896,31284.4381,2,South
Q98,23989.771,31078.5446,2,South
Q99,24191.1767,31958.4905,2,South
RCM,30452.1642,32170.1999,2,South
RC1,30029.3828,34529.4805,3,East
RC2,30198.2024,34434.491,3,East
RC3,30364.4121,34500.5937,3,East
RHM,26359.4531,29876.1692,2,South
RHM2,26173.5652,29936.3581,2,South
RHM3,26214.2901,30036.7081,2,South
RHM4,26052.2467,30044.7806,2,South
RHS,26029.8967,30077.9357,2,South
SAM,25613.7877,30550.6392,2,South
SAM2,25513.9562,30707.2765,2,South
SB1,26746.7947,47569.9618,4,North
SB10,26005.1646,48235.1526,4,North
SB11,26146.3836,48155.5365,4,North
SB12,26413.575,48309.133,4,North
SB13,26120.0717,48440.4225,4,North
SB14,26232.1094,48224.2405,4,North
SB15,26149.9066,47840.5307,4,North
SB16,26218.5396,47769.2359,4,North
SB17,26928.4878,48059.5679,4,North
SB18,25816.924,47840.9691,4,North
SB19,26668.9418,48135.1503,4,North
SB2,26573.7982,47566.4296,4,North
SB20,26796.9569,47989.2006,4,North
SB21,25876.3743,48156.1255,4,North
SB22,26549.9373,48088.2577,4,North
SB23,26338.6026,47963.0686,4,North
SB24,26910.8423,48226.4033,4,North
SB25,27050.5673,47980.1685,4,North
SB26,25986.3619,48674.0283,4,North
SB27,26228.1281,48691.4308,4,North
SB28,26032.4828,48496.9223,4,North
SB29,26527.1938,48294.3119,4,North
SB3,26381.2626,47401.3802,4,North
SB30,25798.9394,48563.7941,4,North
SB31,25908.3774,48570.2721,4,North
SB32,27220.487,47999.719,4,North
SB33,27345.0145,48093.3785,4,North
SB34,25796.9155,48472.7851,4,North
