car_park_no,x_coord,y_coord,car_park_type,car_park_type_encoded,cluster_label
PP1,31994.78,35133.03,SURFACE CAR PARK,5,4
PP2,31643.1687,34986.5402,SURFACE CAR PARK,5,4
PP3,31619.7981,35088.4721,SURFACE CAR PARK,5,4
PP4,31650.3687,35213.5248,SURFACE CAR PARK,5,4
PP5,31328.03,35388.25,SURFACE CAR PARK,5,4
PP6,31816.7963,34942.7097,SURFACE CAR PARK,5,4
PP9T,31643.7896,34932.8598,SURFACE CAR PARK,5,4
PRM,28996.2194,29764.092,MULTI-STOREY CAR PARK,4,4
PRM1,41857.2031,39071.4559,MULTI-STOREY CAR PARK,4,1
PRS1,42134.4478,38894.2762,SURFACE CAR PARK,5,1
PR1,41875.5357,38818.4836,SURFACE CAR PARK,5,1
PR10,41784.5801,39526.9469,SURFACE CAR PARK,5,1
PR11,42030.2409,39606.4261,SURFACE CAR PARK,5,1
PR12,41283.8272,38971.2519,SURFACE CAR PARK,5,1
PR13,40942.8203,39055.5703,SURFACE CAR PARK,5,1
PR14,41151.375,38747.043,SURFACE CAR PARK,5,1
PR2,41590.9705,38812.1621,SURFACE CAR PARK,5,1
PR3,41064.8727,39231.0631,SURFACE CAR PARK,5,1
PR4,41488.2976,39437.995,SURFACE CAR PARK,5,1
PR5,41554.7014,39169.7008,SURFACE CAR PARK,5,1
PR6,41830.3635,39044.8529,SURFACE CAR PARK,5,1
PR7,41840.49,39225.13,SURFACE CAR PARK,5,1
PR8,42050.749,39253.7168,SURFACE CAR PARK,5,1
PR9,41926.2439,39467.9453,SURFACE CAR PARK,5,1
P1,36202.3912,42357.2043,MULTI-STOREY CAR PARK,4,1
P11,18544.4873,33717.7282,SURFACE CAR PARK,5,0
P12,18526.4824,33647.3125,SURFACE CAR PARK,5,0
P13,18772.8516,33660.8789,SURFACE CAR PARK,5,0
P14,18635.6875,33513.0954,SURFACE CAR PARK,5,0
P15,18521.3692,33566.3085,SURFACE CAR PARK,5,0
P16,18411.9297,33571.571,SURFACE CAR PARK,5,0
P17,18436.3162,33454.2597,SURFACE CAR PARK,5,0
P2,36091.6693,42442.0964,MULTI-STOREY CAR PARK,4,1
P3,36063.3675,42259.892,MULTI-STOREY CAR PARK,4,1
P34L,36246.7526,42930.9252,SURFACE CAR PARK,5,1
P35L,36269.0157,42678.4287,SURFACE CAR PARK,5,1
P4,36046.5051,42123.9201,MULTI-STOREY CAR PARK,4,1
P40L,39419.6994,40009.1936,SURFACE CAR PARK,5,1
P5,36271.1939,42085.2693,MULTI-STOREY CAR PARK,4,1
P5L,36283.2687,42152.2969,SURFACE CAR PARK,5,1
P6,36473.7909,41918.4197,MULTI-STOREY CAR PARK,4,1
P6L,36543.1672,41943.8193,SURFACE CAR PARK,5,1
P7,36140.7994,41924.977,MULTI-STOREY CAR PARK,4,1
P71L,37190.4782,42765.7878,SURFACE CAR PARK,5,1
P73L,34524.5777,42733.2272,SURFACE CAR PARK,5,1
P76L,35336.0812,43792.9611,SURFACE CAR PARK,5,1
P77L,37568.3243,42442.9721,SURFACE CAR PARK,5,1
P8,36635.3349,41792.3558,MULTI-STOREY CAR PARK,4,1
P88L,36630.6431,44360.7121,SURFACE CAR PARK,5,1
P9,36816.0197,41648.1136,MULTI-STOREY CAR PARK,4,1
Q14,24533.22,31110.95,SURFACE CAR PARK,5,4
Q15,24487.19,31188.56,SURFACE CAR PARK,5,4
Q16,24705.57,31033.88,SURFACE CAR PARK,5,4
Q17,24717.58,30953.45,SURFACE CAR PARK,5,4
Q19,24654.5215,30786.998,SURFACE CAR PARK,5,4
Q2A,24780.1309,30449.3691,SURFACE CAR PARK,5,4
Q30,25268.69,30911.89,SURFACE CAR PARK,5,4
Q4,24726.8911,30124.9522,SURFACE CAR PARK,5,4
Q41,25318.4336,30747.652,SURFACE CAR PARK,5,4
Q48,24682.94,30859.67,SURFACE CAR PARK,5,4
Q49,24600.43,30852.65,SURFACE CAR PARK,5,4
Q5A,24644.4805,30393.2754,SURFACE CAR PARK,5,4
Q5S,24530.9034,30353.3466,SURFACE CAR PARK,5,4
Q51,24187.6,31144.34,SURFACE CAR PARK,5,4
Q52,24170.85,31017.51,SURFACE CAR PARK,5,4
Q55,23894.27,31228,SURFACE CAR PARK,5,4
Q59,24023.14,31476.19,SURFACE CAR PARK,5,4
Q65,24153.2643,31983.7356,SURFACE CAR PARK,5,4
Q65A,24418.636,32156.675,SURFACE CAR PARK,5,4
Q66,24236.01,32114.32,SURFACE CAR PARK,5,4
Q67,24352.42,32166.07,SURFACE CAR PARK,5,4
Q68,24181.18,32133.41,SURFACE CAR PARK,5,4
Q70,24353.0804,32185.228,SURFACE CAR PARK,5,4
Q72,24391.78,32090.9,SURFACE CAR PARK,5,4
Q73,24335.5387,32064.3962,SURFACE CAR PARK,5,4
Q75M,23590.6968,32292.0387,MULTI-STOREY CAR PARK,4,4
Q77M,23403.3645,32654.8683,MULTI-STOREY CAR PARK,4,4
Q8,24244.0036,30732.3137,SURFACE CAR PARK,5,4
Q80,23479.7213,32316.8703,SURFACE CAR PARK,5,4
Q81,23531.2041,32206.3235,SURFACE CAR PARK,5,4
Q84,23921.707,32122.75,SURFACE CAR PARK,5,4
Q85,23406.71,32283.49,SURFACE CAR PARK,5,4
Q86,24722.8381,30771.7904,MULTI-STOREY CAR PARK,4,4
Q87,23873.3239,32354.7312,MULTI-STOREY CAR PARK,4,4
Q88,24354.2159,30597.8694,MULTI-STOREY CAR PARK,4,4
Q89,23741.0378,32063.6114,MULTI-STOREY CAR PARK,4,4
Q92,25236.2422,30797.7383,SURFACE CAR PARK,5,4
Q93,25189.3828,30813.4336,SURFACE CAR PARK,5,4
Q94,24354.3978,32217.4868,SURFACE CAR PARK,5,4
Q95,24433.0873,32115.9271,SURFACE CAR PARK,5,4
Q96,24782.1998,30858.4456,SURFACE CAR PARK,5,4
Q97,24000.9896,31284.4381,SURFACE CAR PARK,5,4
Q98,23989.771,31078.5446,SURFACE CAR PARK,5,4
Q99,24191.1767,31958.4905,SURFACE CAR PARK,5,4
RCM,30452.1642,32170.1999,MULTI-STOREY CAR PARK,4,4
RC1,30029.3828,34529.4805,SURFACE CAR PARK,5,4
RC2,30198.2024,34434.491,SURFACE CAR PARK,5,4
RC3,30364.4121,34500.5937,SURFACE CAR PARK,5,4
RHM,26359.4531,29876.1692,MULTI-STOREY CAR PARK,4,4
RHM2,26173.5652,29936.3581,MULTI-STOREY CAR PARK,4,4
RHM3,26214.2901,30036.7081,MULTI-STOREY CAR PARK,4,4
RHM4,26052.2467,30044.7806,MULTI-STOREY CAR PARK,4,4
RHS,26029.8967,30077.9357,SURFACE CAR PARK,5,4
SAM,25613.7877,30550.6392,MULTI-STOREY CAR PARK,4,4
SAM2,25513.9562,30707.2765,MULTI-STOREY CAR PARK,4,4
SB1,26746.7947,47569.9618,MULTI-STOREY CAR PARK,4,3
SB10,26005.1646,48235.1526,MULTI-STOREY CAR PARK,4,3
SB11,26146.3836,48155.5365,MULTI-STOREY CAR PARK,4,3
SB12,26413.575,48309.133,MULTI-STOREY CAR PARK,4,3
SB13,26120.0717,48440.4225,MULTI-STOREY CAR PARK,4,3
SB14,26232.1094,48224.2405,MULTI-STOREY CAR PARK,4,3
SB15,26149.9066,47840.5307,MULTI-STOREY CAR PARK,4,3
SB16,26218.5396,47769.2359,MULTI-STOREY CAR PARK,4,3
SB17,26928.4878,48059.5679,MULTI-STOREY CAR PARK,4,3
SB18,25816.924,47840.9691,MULTI-STOREY CAR PARK,4,3
SB19,26668.9418,48135.1503,MULTI-STOREY CAR PARK,4,3
SB2,26573.7982,47566.4296,MULTI-STOREY CAR PARK,4,3
SB20,26796.9569,47989.2006,MULTI-STOREY CAR PARK,4,3
SB21,25876.3743,48156.1255,MULTI-STOREY CAR PARK,4,3
SB22,26549.9373,48088.2577,MULTI-STOREY CAR PARK,4,3
SB23,26338.6026,47963.0686,MULTI-STOREY CAR PARK,4,3
SB24,26910.8423,48226.4033,MULTI-STOREY CAR PARK,4,3
SB25,27050.5673,47980.1685,MULTI-STOREY CAR PARK,4,3
SB26,25986.3619,48674.0283,MULTI-STOREY CAR PARK,4,3
SB27,26228.1281,48691.4308,MULTI-STOREY CAR PARK,4,3
SB28,26032.4828,48496.9223,MULTI-STOREY CAR PARK,4,3
SB29,26527.1938,48294.3119,MULTI-STOREY CAR PARK,4,3
SB3,26381.2626,47401.3802,MULTI-STOREY CAR PARK,4,3
SB30,25798.9394,48563.7941,MULTI-STOREY CAR PARK,4,3
SB31,25908.3774,48570.2721,MULTI-STOREY CAR PARK,4,3
SB32,27220.487,47999.719,MULTI-STOREY CAR PARK,4,3
SB33,27345.0145,48093.3785,MULTI-STOREY CAR PARK,4,3
SB34,25796.9155,48472.7851,SURFACE CAR PARK,5,3
SB35,27808.9467,47485.5107,MULTI-STOREY CAR PARK,4,3
SB36,28073.8648,47675.4504,MULTI-STOREY CAR PARK,4,3
SB37,27935.4647,47865.1427,MULTI-STOREY CAR PARK,4,3
SB38,27930.3532,47366.8059,MULTI-STOREY CAR PARK,4,3
SB39,27876.1108,47714.037,MULTI-STOREY CAR PARK,4,3
SB4,26659.5337,47304.5182,MULTI-STOREY CAR PARK,4,3
SB40,27486.3855,47524.8095,MULTI-STOREY CAR PARK,4,3
SB41,25822.6138,47537.0937,MULTI-STOREY CAR PARK,4,3
SB42,26101.4401,47336.1969,MULTI-STOREY CAR PARK,4,3
SB43,27622.2732,47414.3118,MULTI-STOREY CAR PARK,4,3
SB44,27863.2115,48161.217,MULTI-STOREY CAR PARK,4,3
SB45,27715.1491,47227.684,MULTI-STOREY CAR PARK,4,3
SB46,28115.5097,47515.5307,MULTI-STOREY CAR PARK,4,3
SB47,27602.6159,47803.8074,MULTI-STOREY CAR PARK,4,3
SB5,26317.2063,47530.1084,MULTI-STOREY CAR PARK,4,3
SB6,26802.1975,47444.0071,MULTI-STOREY CAR PARK,4,3
SB7,25962.1661,47586.3759,MULTI-STOREY CAR PARK,4,3
SB8,26209.1886,47639.8142,MULTI-STOREY CAR PARK,4,3
SB9,26015.7785,47701.567,MULTI-STOREY CAR PARK,4,3
SDM,32577.6928,32750.7372,MULTI-STOREY CAR PARK,4,4
SDM2,33023.254,33156.8404,MULTI-STOREY CAR PARK,4,4
SD1,32870.5864,33205.4777,SURFACE CAR PARK,5,4
SD10,32536.1875,32664.7148,SURFACE CAR PARK,5,4
SD11,33133.8433,33184.8063,SURFACE CAR PARK,5,4
SD2,33013.2144,33244.1573,SURFACE CAR PARK,5,4
SD3,33111.4554,33289.2189,SURFACE CAR PARK,5,4
SD4,33222.1008,33206.111,SURFACE CAR PARK,5,4
SD5,33185.7148,33337.7578,SURFACE CAR PARK,5,4
SD9,32471.3589,32673.4722,SURFACE CAR PARK,5,4
SE1R,32008.2454,39269.0556,SURFACE CAR PARK,5,1
SE11,32462.735,39138.1824,SURFACE CAR PARK,5,1
SE12,32425.9955,37769.0271,SURFACE CAR PARK,5,1
SE13,32118.9668,37628.3516,SURFACE CAR PARK,5,1
SE14,32080.9673,37405.0495,SURFACE CAR PARK,5,4
SE15,32016.5748,37221.793,SURFACE CAR PARK,5,4
SE16,31828.4814,37191.2676,SURFACE CAR PARK,5,4
SE17,31827.3152,37091.2582,SURFACE CAR PARK,5,4
SE18,32133.8758,36923.5252,SURFACE CAR PARK,5,4
SE19,32493.0156,37426.3627,SURFACE CAR PARK,5,1
SE2,32141.4161,39120.5864,SURFACE CAR PARK,5,1
SE20,32315.8014,37076.1308,MULTI-STOREY CAR PARK,4,4
SE21,32306.5934,37281.6467,SURFACE CAR PARK,5,1
SE22,32319.1389,37361.3217,SURFACE CAR PARK,5,1
SE23,32175.5882,37349.5073,MULTI-STOREY CAR PARK,4,1
SE24,32248.5137,37207.3633,SURFACE CAR PARK,5,1
SE25,32385.3212,36493.6986,SURFACE CAR PARK,5,4
SE26,32542.9488,36786.8864,SURFACE CAR PARK,5,1
SE27,32777.6686,36724.1991,SURFACE CAR PARK,5,1
SE28,32485.4629,36702.1845,MULTI-STOREY CAR PARK,4,4
SE29,32727.6274,36890.9379,MULTI-STOREY CAR PARK,4,1
SE3,32184.8437,39029.6133,SURFACE CAR PARK,5,1
SE30,32577.7448,38876.7994,MULTI-STOREY CAR PARK,4,1
SE31,32490.834,39280.3789,SURFACE CAR PARK,5,1
SE32,32337.793,39365.832,SURFACE CAR PARK,5,1
SE33,32372.4102,39573.3748,SURFACE CAR PARK,5,1
SE34,32597.8236,39566.3426,SURFACE CAR PARK,5,1
SE35,32778.0707,39455.8826,SURFACE CAR PARK,5,1
SE37,32626.2779,39288.7385,SURFACE CAR PARK,5,1
SE38,32718.2316,39550.3266,MULTI-STOREY CAR PARK,4,1
SE39,32271.7043,39500.6075,MULTI-STOREY CAR PARK,4,1
SE4,32337.7296,38973.7878,SURFACE CAR PARK,5,1
SE4S,32447.178,38780.0615,MULTI-STOREY CAR PARK,4,1
SE4T,32081.2625,38854.7014,SURFACE CAR PARK,5,1
SE40,32084.7485,39394.1524,MULTI-STOREY CAR PARK,4,1
SE41,32105.7886,39560.7557,MULTI-STOREY CAR PARK,4,1
SE42,32650.2875,39210.4727,MULTI-STOREY CAR PARK,4,1
SE43,32714.58,39167.89,SURFACE CAR PARK,5,1
SE5L,32677.0953,39047.1465,BASEMENT CAR PARK,0,1
SE50,31927.5751,37333.0762,MULTI-STOREY CAR PARK,4,4
SE51,32347.3644,37477.7718,MULTI-STOREY CAR PARK,4,1
SE52,32264,37663.5,SURFACE CAR PARK,5,1
SE53,32646.5636,39045.8726,MULTI-STOREY CAR PARK,4,1
SE54,32212.7535,37730.9037,SURFACE CAR PARK,5,1
SE6,32291.7151,38654.071,SURFACE CAR PARK,5,1
SE7,32311.0661,38616.7321,SURFACE CAR PARK,5,1
SE9,32578.5299,38938.192,SURFACE CAR PARK,5,1
SGLM,30994.8653,33878.8196,MULTI-STOREY CAR PARK,4,4
SGTM,31285.1184,33809.4155,MULTI-STOREY CAR PARK,4,4
SG1,31081.3691,33941.3672,SURFACE CAR PARK,5,4
SG2,31215.5547,34039.582,SURFACE CAR PARK,5,4
SG3,31211.6165,34153.5582,SURFACE CAR PARK,5,4
SG4,31314.7745,33950.196,SURFACE CAR PARK,5,4
SH1,28554.1079,36984.0277,SURFACE CAR PARK,5,4
SH2,28406.2288,37118.966,MULTI-STOREY CAR PARK,4,4
SIM1,41035.8834,36146.1393,MULTI-STOREY CAR PARK,4,1
SIM2,41421.5824,36471.461,MULTI-STOREY CAR PARK,4,1
SIM3,41894.1857,36390.0702,MULTI-STOREY CAR PARK,4,1
SIM4,41380.0528,36193.553,MULTI-STOREY CAR PARK,4,1
SIM5,41239.177,36075.6849,MULTI-STOREY CAR PARK,4,1
SIM6,41980.7224,36124.2827,MULTI-STOREY CAR PARK,4,1
SI1,41132.0547,35918.9005,SURFACE CAR PARK,5,1
SI10,41778.1055,36412.1574,SURFACE CAR PARK,5,1
SI11,42016.4544,36368.226,SURFACE CAR PARK,5,1
SI12,41979.002,36445.3718,SURFACE CAR PARK,5,1
SI13,41776.8118,36015.1241,SURFACE CAR PARK,5,1
SI14,41499.3416,36379.6414,SURFACE CAR PARK,5,1
SI2,41198.5644,36239.7964,SURFACE CAR PARK,5,1
SI3,41210.8437,36301.043,SURFACE CAR PARK,5,1
SI4,41238.5468,36333.2491,SURFACE CAR PARK,5,1
SI5,41426.516,36431.5438,SURFACE CAR PARK,5,1
SI6,41611.4102,36559.418,SURFACE CAR PARK,5,1
SI7,41685.6118,36617.7899,SURFACE CAR PARK,5,1
SI8,41777.9717,36593.4263,SURFACE CAR PARK,5,1
SI9,41590.7201,36434.8566,SURFACE CAR PARK,5,1
SK1,35884.5645,41149.7601,MULTI-STOREY CAR PARK,4,1
SK10,35224.4669,41353.9464,MULTI-STOREY CAR PARK,4,1
SK11,35361.0715,41148.1882,MULTI-STOREY CAR PARK,4,1
SK12,35494.0265,40573.0138,MULTI-STOREY CAR PARK,4,1
SK13,35503.532,41122.8627,MULTI-STOREY CAR PARK,4,1
SK14,36014.7491,41304.3232,MULTI-STOREY CAR PARK,4,1
SK15,35368.923,41723.2516,MULTI-STOREY CAR PARK,4,1
SK16,35521.3711,40631.423,MULTI-STOREY CAR PARK,4,1
SK17,35276.8508,41636.7294,MULTI-STOREY CAR PARK,4,1
SK18,35927.2239,41842.1501,MULTI-STOREY CAR PARK,4,1
SK19,35690.9808,41852.5684,MULTI-STOREY CAR PARK,4,1
SK2,35433.4759,41356.0962,MULTI-STOREY CAR PARK,4,1
SK20,35851.5524,41777.5921,MULTI-STOREY CAR PARK,4,1
SK21,35766.7722,40531.9718,MULTI-STOREY CAR PARK,4,1
SK22,36001.1909,41017.8685,MULTI-STOREY CAR PARK,4,1
SK23,36099.0459,40907.1776,MULTI-STOREY CAR PARK,4,1
SK24,36172.8047,41735.4985,MULTI-STOREY CAR PARK,4,1
SK25,35193.2717,41647.7381,MULTI-STOREY CAR PARK,4,1
SK26,35037.7821,41713.346,MULTI-STOREY CAR PARK,4,1
SK27,35803.6315,40755.9683,BASEMENT CAR PARK,0,1
SK28,34964.5908,40993.9848,MULTI-STOREY CAR PARK,4,1
SK29,34907.7394,41106.0902,MULTI-STOREY CAR PARK,4,1
SK3,35134.3189,40887.3355,MULTI-STOREY CAR PARK,4,1
SK30,34957.9524,41736.067,MULTI-STOREY CAR PARK,4,1
SK31,35706.3126,41679.5157,MULTI-STOREY CAR PARK,4,1
SK32,34548.7768,41065.8066,MULTI-STOREY CAR PARK,4,1
SK33,34574.9636,41140.2415,MULTI-STOREY CAR PARK,4,1
SK34,35640.0823,42063.5105,MULTI-STOREY CAR PARK,4,1
SK35,35403.3489,41899.0368,MULTI-STOREY CAR PARK,4,1
SK36,34479.4144,41197.9512,MULTI-STOREY CAR PARK,4,1
SK37,34375.646,41042.6153,MULTI-STOREY CAR PARK,4,1
SK38,34829.7614,41852.9235,MULTI-STOREY CAR PARK,4,1
SK39,35205.0144,42017.0171,MULTI-STOREY CAR PARK,4,1
SK4,35427.7063,40454.8668,MULTI-STOREY CAR PARK,4,1
SK40,34130.2215,41374.1249,MULTI-STOREY CAR PARK,4,1
SK41,34060.4225,41184.0668,MULTI-STOREY CAR PARK,4,1
SK42,34233.6919,41090.2204,MULTI-STOREY CAR PARK,4,1
SK43,35107.1095,42039.9623,MULTI-STOREY CAR PARK,4,1
SK44,33905.0798,41268.8098,MULTI-STOREY CAR PARK,4,1
SK45,35280.3263,42165.1817,MULTI-STOREY CAR PARK,4,1
SK46,33763.8587,41567.8926,MULTI-STOREY CAR PARK,4,1
SK47,33771.7581,41364.3158,MULTI-STOREY CAR PARK,4,1
SK48,34475.7019,41347.2977,MULTI-STOREY CAR PARK,4,1
SK49,34358.6228,41381.4575,MULTI-STOREY CAR PARK,4,1
SK5,35726.2721,41068.0657,MULTI-STOREY CAR PARK,4,1
SK50,34592.9265,41686.8525,MULTI-STOREY CAR PARK,4,1
SK51,34472.1598,41724.1866,MULTI-STOREY CAR PARK,4,1
SK52,34307.6386,41623.0083,MULTI-STOREY CAR PARK,4,1
SK53,34015.6621,41607.626,MULTI-STOREY CAR PARK,4,1
SK54,36345.8603,41552.0224,MULTI-STOREY CAR PARK,4,1
SK55,36285.422,41009.03,MULTI-STOREY CAR PARK,4,1
SK58,32996.0569,41263.3008,MULTI-STOREY CAR PARK,4,1
SK59,34958.0485,41925.5733,SURFACE CAR PARK,5,1
SK6,35525.092,41265.8605,MULTI-STOREY CAR PARK,4,1
SK60,32444.96,41076.957,MULTI-STOREY CAR PARK,4,1
SK61,32620.4698,41123.1753,MULTI-STOREY CAR PARK,4,1
SK62,32829.9567,41201.1613,MULTI-STOREY CAR PARK,4,1
SK63,35195.6938,40666.4558,MULTI-STOREY CAR PARK,4,1
SK64,34946.9569,40704.5286,MULTI-STOREY CAR PARK,4,1
SK65,35087.586,40622.2863,MULTI-STOREY CAR PARK,4,1
SK66,36192.9313,41509.0921,MULTI-STOREY CAR PARK,4,1
SK67,35097.5944,40434.3881,MULTI-STOREY CAR PARK,4,1
SK68,34780.0509,40557.9461,BASEMENT CAR PARK,0,1
SK69,32787.0554,41601.8227,MULTI-STOREY CAR PARK,4,1
SK7,35197.2219,41221.829,MULTI-STOREY CAR PARK,4,1
SK70,34835.6667,40693.9897,BASEMENT CAR PARK,0,1
SK71,34774.0235,40448.7069,BASEMENT CAR PARK,0,1
SK72,34740.622,40787.4947,BASEMENT CAR PARK,0,1
SK73,34780.2916,40894.8139,MULTI-STOREY CAR PARK,4,1
SK74,32927.5192,41564.4693,MULTI-STOREY CAR PARK,4,1
SK75,32650.9465,41502.7315,MULTI-STOREY CAR PARK,4,1
SK76,35432.869,40808.116,MULTI-STOREY CAR PARK,4,1
SK77,32809.1737,41359.6037,MULTI-STOREY CAR PARK,4,1
SK78,32535.1306,41510.8896,MULTI-STOREY CAR PARK,4,1
SK79,35425.2143,40897.3587,COVERED CAR PARK,1,1
SK8,35664.287,41306.3404,MULTI-STOREY CAR PARK,4,1
SK80,32808.4169,41758.3716,MULTI-STOREY CAR PARK,4,1
SK81,32446.7092,41548.8847,MULTI-STOREY CAR PARK,4,1
SK82,36424.4447,41417.9477,SURFACE CAR PARK,5,1
SK83,32461.1013,41787.9348,MULTI-STOREY CAR PARK,4,1
SK84,36538.8836,41313.482,MULTI-STOREY CAR PARK,4,1
SK85,32987.7264,41793.5661,MULTI-STOREY CAR PARK,4,1
SK86,32878.9647,41809.1498,MULTI-STOREY CAR PARK,4,1
SK87,32429.5956,41673.2254,MULTI-STOREY CAR PARK,4,1
SK88,32538.8707,41769.3259,MULTI-STOREY CAR PARK,4,1
SK89,34146.3004,41863.1893,MULTI-STOREY CAR PARK,4,1
SK9,36079.7857,41414.8039,MULTI-STOREY CAR PARK,4,1
SK90,34570.2904,41861.2936,MULTI-STOREY CAR PARK,4,1
SK91,34474.3384,40829.755,MULTI-STOREY CAR PARK,4,1
SK92,34632.3385,40901.2037,MULTI-STOREY CAR PARK,4,1
SK93,32681.0825,41761.6732,MULTI-STOREY CAR PARK,4,1
SK94,34234.1105,42026.8616,MULTI-STOREY CAR PARK,4,1
SK95,34291.9886,42206.0484,MULTI-STOREY CAR PARK,4,1
SK96,33000.3795,41646.8467,MULTI-STOREY CAR PARK,4,1
SK97,33889.5864,41641.0117,SURFACE CAR PARK,5,1
SK98,33204.2465,41285.8912,COVERED CAR PARK,1,1
SK99,33034.2631,42108.8313,MULTI-STOREY CAR PARK,4,1
SLS,29074.9041,29346.72,SURFACE CAR PARK,5,4
SL1,38051.043,32673.7969,SURFACE CAR PARK,5,1
SL2,37997.8555,32648.7539,SURFACE CAR PARK,5,1
SMM,25135.7671,30634.5571,MULTI-STOREY CAR PARK,4,4
SMML,25259.6207,30666.3245,SURFACE CAR PARK,5,4
SM1,28668.8008,37777.1992,SURFACE CAR PARK,5,4
SM2,28336.3289,37439.3599,SURFACE CAR PARK,5,4
SM3,28639.6889,37421.9282,SURFACE CAR PARK,5,4
SM5,28553.6907,37871.1114,SURFACE CAR PARK,5,4
SM6,28512.4336,38159.9961,SURFACE CAR PARK,5,4
SM8,28636,37711.8984,MULTI-STOREY CAR PARK,4,4
SM9,28392.1992,37509.3008,MULTI-STOREY CAR PARK,4,4
SPM,28257.4232,28489.7651,MULTI-STOREY CAR PARK,4,4
SPS,28317.6841,28619.0984,SURFACE CAR PARK,5,4
SRS,27693.5872,28667.6456,SURFACE CAR PARK,5,4
SR1,29950.6152,31769.9941,SURFACE CAR PARK,5,4
SR2,29976.3171,31722.7063,SURFACE CAR PARK,5,4
SS1L,34222.1303,42325.782,SURFACE CAR PARK,5,1
STAM,25398.1488,30582.3365,MULTI-STOREY CAR PARK,4,4
STM1,24647.2485,30296.4074,MULTI-STOREY CAR PARK,4,4
STM2,24703.9688,30248.287,MULTI-STOREY CAR PARK,4,4
STM3,24662.1367,30248.061,SURFACE CAR PARK,5,4
S100,33385.8789,42084.1752,MULTI-STOREY CAR PARK,4,1
S101,33130.4351,42095.6631,MULTI-STOREY CAR PARK,4,1
S102,36266.5706,41244.503,MULTI-STOREY CAR PARK,4,1
S103,34896.2847,42025.6613,MULTI-STOREY CAR PARK,4,1
S104,34647.5273,41351.7558,MULTI-STOREY CAR PARK,4,1
S105,34803.9591,41294.0789,MULTI-STOREY CAR PARK,4,1
S106,34316.7374,40374.0494,MULTI-STOREY CAR PARK,4,1
S107,34275.0208,42337.3597,MULTI-STOREY CAR PARK,4,1
S108,35081.2721,42217.8028,MULTI-STOREY CAR PARK,4,1
S109,33183.7608,41498.5269,MULTI-STOREY CAR PARK,4,1
S110,33931.8699,41689.9061,MULTI-STOREY CAR PARK,4,1
S111,32220.5882,41525.3527,MULTI-STOREY CAR PARK,4,1
S112,32051.503,41600.0851,MULTI-STOREY CAR PARK,4,1
S113,33824.527,41667.8944,MULTI-STOREY CAR PARK,4,1
S114,32040.2678,41790.0426,MULTI-STOREY CAR PARK,4,1
S115,32243.4465,41773.7554,MULTI-STOREY CAR PARK,4,1
S116,32217.7375,41139.4688,MULTI-STOREY CAR PARK,4,1
S117,32132.5171,41358.2673,BASEMENT CAR PARK,0,1
S118,32792.4874,42224.4283,MULTI-STOREY CAR PARK,4,1
S119,36654.2859,41006.2644,MULTI-STOREY CAR PARK,4,1
S120,34137.6446,42079.0775,BASEMENT CAR PARK,0,1
S13L,33976.3641,41801.3132,SURFACE CAR PARK,5,1
S14L,33672.15,41719.2634,SURFACE CAR PARK,5,1
S15L,32098.6626,41307.4782,SURFACE CAR PARK,5,1
S16L,32841.3354,42213.5234,SURFACE CAR PARK,5,1
S19L,26619.279,48110.2064,SURFACE CAR PARK,5,3
S24L,26930.1313,48308.6929,SURFACE CAR PARK,5,3
S28L,26156.746,48492.1384,SURFACE CAR PARK,5,3
S30L,34845.4319,41829.1525,SURFACE CAR PARK,5,1
S36L,28033.599,47720.0557,SURFACE CAR PARK,5,3
S38L,27945.3404,47471.3997,SURFACE CAR PARK,5,3
S39L,32277.158,39545.2552,SURFACE CAR PARK,5,1
S40L,27600.8748,47574.1207,SURFACE CAR PARK,5,3
S43L,27659.3104,47371.4915,SURFACE CAR PARK,5,3
S45A,27745.6908,47187.0993,SURFACE CAR PARK,5,3
S45L,27821.7372,47226.2109,SURFACE CAR PARK,5,3
S47L,27557.5807,47754.0354,SURFACE CAR PARK,5,3
S69A,32847.355,41553.4443,SURFACE CAR PARK,5,1
TAM1,40534.8059,37474.7126,MULTI-STOREY CAR PARK,4,1
TAM2,41336.4164,38040.1724,MULTI-STOREY CAR PARK,4,1
TBCM,26642.874,28889.9336,MULTI-STOREY CAR PARK,4,4
TBC2,26594.4985,28690.7096,MULTI-STOREY CAR PARK,4,4
TBC3,26248.2192,29055.7391,MULTI-STOREY CAR PARK,4,4
TBK,25410.0758,28869.5953,SURFACE CAR PARK,5,4
TBL,25044.3866,28772.2926,SURFACE CAR PARK,5,4
TBM,25479.2441,28253.7507,MULTI-STOREY CAR PARK,4,4
TBMT,25059.9661,28475.4537,MULTI-STOREY CAR PARK,4,4
TBM2,25318.3879,28642.2103,MULTI-STOREY CAR PARK,4,4
TBM3,25290.5101,28428.7979,MULTI-STOREY CAR PARK,4,4
TBM4,25156.3228,28862.5317,MULTI-STOREY CAR PARK,4,4
TBM5,25599.7585,28608.3876,MULTI-STOREY CAR PARK,4,4
TBM6,25528.5116,28424.2252,MULTI-STOREY CAR PARK,4,4
TBM7,25497.8422,28748.5546,MULTI-STOREY CAR PARK,4,4
TBM8,25102.2101,28852.5891,MULTI-STOREY CAR PARK,4,4
TBM9,25092.2521,28584.6862,MULTI-STOREY CAR PARK,4,4
TB1,26359.0527,28989.3284,SURFACE CAR PARK,5,4
